pokemon_1,pokemon_2,pokemon_3,pokemon_4,pokemon_5,pokemon_6
Weezing-Galar,Gengar,Clefable,Mandibuzz,Seismitoad,Conkeldurr
Vikavolt,Kommo-o,Bisharp,Excadrill,Dracovish,Cloyster
Zygarde,Magearna,Urshifu,Moltres,Swampert,Melmetal
Buzzwole,Heatran,Zygarde,Blissey,Dragapult,Moltres
Hippowdon,Magearna,Cinderace,Zeraora,Toxapex,Mandibuzz
Conkeldurr,Seismitoad,Corviknight,Hydreigon,Rotom-Heat,Clefable
Gengar,Hydreigon,Seismitoad,Clefable,Mandibuzz,Rotom-Heat
Hippowdon,Ferrothorn,Excadrill,Rotom-Heat,Terrakion,Clefable
Conkeldurr,Seismitoad,Corviknight,Hydreigon,Rotom-Heat,Clefable
Grimmsnarl,Excadrill,Aegislash,Kommo-o,Hawlucha,Gyarados
Clefable,Seismitoad,Aegislash,Incineroar,Zeraora,Corviknight
Dracovish,Clefable,Corviknight,Seismitoad,Hydreigon,Aegislash
Melmetal,Clefable,Ferrothorn,Mandibuzz,Rotom-Heat,Zeraora
Dragapult,Dugtrio,Corviknight,Clefable,Toxapex,Aegislash
Darmanitan-Galar,Corviknight,Ditto,Seismitoad,Dragapult,Clefable
Melmetal,Clefable,Seismitoad,Mandibuzz,Zeraora,Kyurem
Hydreigon,Clefable,Seismitoad,Ditto,Corviknight,Mandibuzz
Kyurem,Corviknight,Clefable,Rotom-Heat,Keldeo,Excadrill
Grimmsnarl,Aegislash,Excadrill,Kommo-o,Hawlucha,Gyarados
Togekiss,Galvantula,Cloyster,Sandaconda,Excadrill,Cinccino
Weavile,Gengar,Weezing-Galar,Hydreigon,Ferrothorn,Bisharp
Shuckle,Gengar,Excadrill,Gyarados,Ditto,Aegislash
Gengar,Darmanitan-Galar,Excadrill,Ditto,Rotom-Wash,Ribombee
Pelipper,Barraskewda,Golduck,Kingdra,Seaking,Landorus-Therian
Clefable,Magnezone,Toxapex,Claydol,Hydreigon,Dragonite
Tyranitar,Excadrill,Corviknight,Amoonguss,Slowbro,Dragapult
Rillaboom,Dragapult,Slowbro,Urshifu,Volcarona,Excadrill
Rillaboom,Talonflame,Clefable,Alakazam,Urshifu-Rapid-Strike,Magnezone
Arcanine,Dragapult,Corviknight,Seismitoad,Ditto,Clefable
Excadrill,Aegislash,Toxapex,Corviknight,Ditto,Gengar
Ditto,Corviknight,Toxapex,Hawlucha,Dragapult,Excadrill
Dragapult,Mew,Grimmsnarl,Hawlucha,Bisharp,Conkeldurr
Mandibuzz,Claydol,Magearna,Heatran,Regidrago,Tapu Fini
Slowbro,Tornadus-Therian,Zarude,Zapdos,Swampert,Cinderace
Salazzle,Dracovish,Clefable,Ferrothorn,Kommo-o,Zeraora
Crawdaunt,Urshifu,Zygarde,Clefable,Zapdos,Aegislash
Hatterene,Tyranitar,Mandibuzz,Excadrill,Amoonguss,Kyurem
Drednaw-Gmax,Pelipper,Ferrothorn,Dracovish,Crawdaunt,Seismitoad
Diggersby,Mew,Grimmsnarl,Hawlucha,Aegislash,Gyarados
Ninetales-Alola,Arctozolt,Dragapult,Swampert,Toxapex,Scizor
Nidoking,Urshifu,Marowak-Alola,Rillaboom,Clefable,Zapdos
Melmetal,Hatterene,Marowak-Alola,Uxie,Glastrier,Magearna
Tapu Koko,Espeon,Cinderace,Garchomp,Togekiss,Kartana
Slowbro,Landorus-Therian,Heatran,Rillaboom,Spectrier,Clefable
Hippowdon,Mandibuzz,Toxapex,Excadrill,Gengar,Urshifu
Kyurem,Kommo-o,Clefable,Jirachi,Gastrodon,Corviknight
Xatu,Dracozolt,Buzzwole,Ferrothorn,Dhelmise,Milotic
Dragapult,Excadrill,Zapdos,Slowbro,Heatran,Tyranitar
Primarina,Corviknight,Ditto,Kommo-o,Mew,Meltan
Hydreigon,Dragapult,Rotom-Wash,Sylveon,Corviknight,Ferrothorn
Spectrier,Slowbro,Jirachi,Hydreigon,Scizor,Hippowdon
Zapdos,Gastrodon-East,Ferrothorn,Obstagoon,Clefable,Spectrier
Moltres,Gastrodon-East,Ferrothorn,Obstagoon,Clefable,Spectrier
Accelgor,Urshifu,Volcarona,Porygon-Z,Azumarill,Scolipede
Corviknight,Clefable,Weavile,Alakazam,Zeraora,Toxapex
Obstagoon,Toxapex,Slowking-Galar,Cinderace,Landorus-Therian,Mandibuzz
Rillaboom,Crawdaunt,Xatu,Kommo-o,Rotom-Heat,Excadrill
Darmanitan-Galar,Corviknight,Ditto,Dragapult,Toxapex,Clefable
Mandibuzz,Hippowdon,Zeraora,Volcarona,Toxapex,Excadrill
Lycanroc-Dusk,Marowak-Alola,Magearna,Mandibuzz,Slowbro,Kommo-o
Claydol,Exploud,Torkoal,Dusknoir,Jirachi,Gardevoir
Primarina,Salazzle,Clefable,Mandibuzz,Ferrothorn,Dragapult
Mandibuzz,Mew,Mamoswine,Cursola,Torkoal,Hydreigon
Clefable,Conkeldurr,Excadrill,Aegislash,Gastrodon,Mantine
Zeraora,Sigilyph,Snorlax,Corviknight,Dragapult,Kommo-o
Dracovish,Rotom-Heat,Ferrothorn,Tyranitar,Excadrill,Clefable
Clefable,Seismitoad,Mandibuzz,Rotom-Heat,Dragapult,Conkeldurr
Terrakion,Bisharp,Sigilyph,Ninetales-Alola,Zeraora,Necrozma
Melmetal,Clefable,Mandibuzz,Hippowdon,Toxapex,Dragapult
Volcarona,Ferrothorn,Mandibuzz,Toxapex,Dragapult,Kommo-o
Torkoal,Rotom-Heat,Cinderace,Volcarona,Ninetales,Arcanine
Torkoal,Rotom-Heat,Cinderace,Volcarona,Ninetales,Incineroar
Reuniclus,Clefable,Toxapex,Urshifu,Gengar,Hydreigon
Ferrothorn,Toxapex,Kommo-o,Primarina,Rotom-Heat,Dragapult
Ferrothorn,Corviknight,Corsola-Galar,Noivern,Ditto,Toxapex
Gengar,Dugtrio,Corviknight,Kommo-o,Grimmsnarl,Reuniclus
Ribombee,Mimikyu,Excadrill,Dracovish,Toxtricity,Bisharp
Dugtrio,Diglett,Tyranitar,Vaporeon,Toxapex,Corviknight
Salazzle,Salazzle,Salazzle,Salazzle,Salazzle,Salazzle
Hydreigon,Togekiss,Excadrill,Hippowdon,Mandibuzz,Amoonguss
Excadrill,Hippowdon,Mandibuzz,Amoonguss,Dragapult,Clefable
Latios,Urshifu,Dragonite,Spectrier,Excadrill,Magearna
Hatterene,Kommo-o,Jirachi,Mandibuzz,Clefable,Gastrodon
Tangela,Wailmer,Doublade,Sliggoo,Corsola-Galar,Ponyta
Piloswine,Porygon2,Pumpkaboo-Super,Munchlax,Wailmer,Spritzee
Azumarill,Rillaboom,Tyranitar,Excadrill,Moltres,Buzzwole
Hitmontop,Slowking-Galar,Magearna,Mandibuzz,Swampert,Heatran
Dragapult,Dracovish,Pelipper,Ferrothorn,Clefable,Toxapex
Rillaboom,Zeraora,Hawlucha,Mew,Dragapult,Togekiss
Mandibuzz,Magearna,Toxapex,Cinderace,Urshifu,Dragapult
Urshifu,Corviknight,Cinderace,Rillaboom,Marowak-Alola,Azumarill
Rillaboom,Dracozolt,Excadrill,Grimmsnarl,Volcarona,Hawlucha
Weavile,Dracozolt,Slowking-Galar,Tapu Fini,Hippowdon,Moltres
Indeedee,Hawlucha,Alakazam,Toxtricity,Corviknight,Volcarona
Torkoal,Venusaur,Necrozma,Excadrill,Mandibuzz,Weavile
Ninetales-Alola,Zeraora,Bisharp,Excadrill,Gengar,Hawlucha
Clefable,Seismitoad,Corviknight,Ditto,Cinderace,Hydreigon
Cinderace,Rillaboom,Hawlucha,Hydreigon,Clefable,Hippowdon
Grimmsnarl,Togekiss,Kommo-o,Excadrill,Ditto,Corviknight
Clefable,Mandibuzz,Kommo-o,Aegislash,Cinderace,Zeraora
Volcarona,Magearna,Cinderace,Landorus-Therian,Latios,Urshifu
Pincurchin,Zeraora,Urshifu,Magearna,Volcarona,Hawlucha
Magearna-Original,Cinderace,Slowbro,Nidoking,Urshifu,Rillaboom
Kyurem,Dracovish,Zeraora,Clefable,Corviknight,Seismitoad
Azumarill,Shuckle,Spectrier,Moltres-Galar,Zarude,Slowbro
Azumarill,Shuckle,Spectrier,Moltres-Galar,Zarude,Slowbro
Primarina,Salazzle,Excadrill,Hippowdon,Gardevoir,Gastrodon
Sigilyph,Clefable,Stunfisk,Corviknight,Dragapult,Rillaboom
Vanilluxe,Rotom-Frost,Corviknight,Kommo-o,Dragapult,Cinderace
Pheromosa,Buzzwole,Nidoking,Magearna,Slowbro,Blissey
Abomasnow,Rotom-Frost,Corviknight,Kommo-o,Dragapult,Cinderace
Salazzle,Clefable,Snorlax,Corviknight,Seismitoad,Dragapult
Cinderace,Clefable,Toxapex,Mandibuzz,Rillaboom,Hippowdon
Tyranitar,Clefable,Dragapult,Charizard,Zeraora,Rillaboom
Orbeetle,Kommo-o,Rotom-Mow,Chandelure,Urshifu,Dragapult
Spectrier,Nidoking,Rillaboom,Urshifu-Rapid-Strike,Heatran,Mandibuzz
Bronzong,Clefable,Togekiss,Zeraora,Hippowdon,Gastrodon
Kyurem,Torkoal,Venusaur,Clefable,Mandibuzz,Kommo-o
Keldeo,Corviknight,Dragapult,Zeraora,Clefable,Gastrodon-East
Hippowdon,Excadrill,Clefable,Ferrothorn,Bisharp,Dragapult
Kommo-o,Jellicent,Clefable,Corviknight,Rotom-Heat,Ditto
Pelipper,Excadrill,Kingdra,Toxicroak,Scizor,Barraskewda
Cloyster,Kommo-o,Grimmsnarl,Ribombee,Dugtrio,Slurpuff
Conkeldurr,Aegislash,Cloyster,Seismitoad,Togekiss,Hydreigon
Corviknight,Clefable,Mandibuzz,Dragapult,Seismitoad,Gengar
Arcanine,Dracovish,Seismitoad,Hydreigon,Ditto,Eldegoss
Toxapex,Ferrothorn,Incineroar,Togekiss,Steelix,Dragapult
Kommo-o,Corviknight,Gengar,Kyurem,Toxapex,Zeraora
Sharpedo,Hippowdon,Excadrill,Ferrothorn,Druddigon,Togedemaru
Crawdaunt,Bronzong,Musharna,Conkeldurr,Magearna,Rillaboom
Clefable,Snorlax,Excadrill,Hippowdon,Ferrothorn,Toxapex
Hatterene,Dracovish,Heliolisk,Roserade,Hippowdon,Mamoswine
Spectrier,Swampert,Zapdos-Galar,Volcarona,Weezing-Galar,Heliolisk
Dragapult,Mew,Kommo-o,Rotom-Heat,Grimmsnarl,Corviknight
Volcarona,Mandibuzz,Dragapult,Zeraora,Slowbro,Rhyperior
Clefable,Aegislash,Mandibuzz,Seismitoad,Excadrill,Zeraora
Rillaboom,Urshifu,Cinderace,Nidoking,Latios,Magearna
Dragapult,Corviknight,Cinderace,Corsola-Galar,Grimmsnarl,Polteageist
Zeraora,Ferrothorn,Clefable,Hydreigon,Corviknight,Excadrill
Cinderace,Corviknight,Clefable,Dragapult,Tyranitar,Reuniclus
Venusaur,Torkoal,Cinderace,Xatu,Dugtrio,Gastrodon
Cinderace,Clefable,Corviknight,Kyurem,Jirachi,Toxapex
Cinderace,Clefable,Corviknight,Kyurem,Hippowdon,Excadrill
Corviknight,Toxapex,Clefable,Ferrothorn,Blissey,Slowbro-Galar
Dragapult,Obstagoon,Rotom-Heat,Clefable,Corviknight,Seismitoad
Seismitoad,Dracovish,Zeraora,Clefable,Ferrothorn,Pelipper
Dragapult,Urshifu,Excadrill,Hawlucha,Gigalith,Tangrowth
Ditto,Corsola-Galar,Dugtrio,Corviknight,Gastrodon,Sylveon
Darmanitan-Galar,Rotom-Wash,Excadrill,Gyarados,Dragapult,Grimmsnarl
Gengar,Urshifu,Dragapult,Miltank,Ferrothorn,Weezing-Galar
Clefable,Heatran,Ferrothorn,Zygarde,Pheromosa,Spectrier
Haunter,Mr. Mime-Galar,Honedge,Machoke,Linoone-Galar,Ferroseed
Vulpix,Gloom,Pawniard,Palpitoad,Mr. Mime-Galar,Machoke
Hippowdon,Excadrill,Corviknight,Gengar,Kommo-o,Rillaboom
Dragapult,Excadrill,Gyarados,Mandibuzz,Rotom-Wash,Clefable
Gengar,Clefable,Hippowdon,Excadrill,Mantine,Hydreigon
Zarude,Dragapult,Excadrill,Hippowdon,Clefable,Mandibuzz
Slowbro,Marowak-Alola,Porygon2,Magearna,Azumarill,Hatterene
Mandibuzz,Clefable,Hippowdon,Volcarona,Crawdaunt,Zeraora
Hippowdon,Dracozolt,Corviknight,Blissey,Excadrill,Latios
Amoonguss,Dragapult,Clefable,Kommo-o,Mandibuzz,Magnezone
Amoonguss,Dragapult,Clefable,Kommo-o,Corviknight,Keldeo
Amoonguss,Dragapult,Clefable,Kommo-o,Mandibuzz,Primarina
Arctovish,Pelipper,Zeraora,Scizor,Kingdra,Seismitoad
Runerigus,Musharna,Hatterene-Gmax,Copperajah-Gmax,Crawdaunt,Sirfetch'd
Pelipper,Barraskewda,Ferrothorn,Ludicolo,Qwilfish,Ditto
Rillaboom,Cinderace,Landorus-Therian,Spectrier,Azelf,Magearna
Marowak-Alola,Hatterene,Kommo-o,Magearna,Mandibuzz,Crawdaunt
Dracovish,Rotom-Heat,Ferrothorn,Tyranitar,Excadrill,Clefable
Weavile,Weavile,Weavile,Weavile,Weavile,Weavile
Celebi,Zeraora,Clefable,Snorlax,Toxapex,Corviknight
Grimmsnarl-Gmax,Dragapult,Darmanitan-Galar,Seismitoad,Clefable,Corviknight
Grimmsnarl,Excadrill,Dragapult,Cloyster,Cinderace,Clefable
Pelipper,Barraskewda,Tornadus-Therian,Swampert,Magearna,Volcanion
Blaziken,Kartana,Dragapult,Swampert,Corviknight,Clefable
Ferrothorn,Necrozma,Mandibuzz,Primarina,Salazzle,Dragapult
Hatterene,Corviknight,Toxapex,Tyranitar,Zeraora,Dragapult
Ferrothorn,Toxapex,Kommo-o,Primarina,Rotom-Heat,Dragapult
Salazzle,Gengar,Corviknight,Clefable,Seismitoad,Incineroar
Shuckle,Zapdos-Galar,Pheromosa,Regidrago,Genesect-Douse,Landorus
Pincurchin,Dracozolt,Hawlucha,Rhyperior,Mandibuzz,Dragapult
Ribombee,Bisharp,Gengar,Excadrill,Dracovish,Conkeldurr
Sceptile,Cinderace,Ferrothorn,Tapu Fini,Landorus-Therian,Naganadel
Pelipper,Kingdra,Regieleki,Rillaboom,Swampert,Ditto
Urshifu,Rotom-Heat,Mandibuzz,Toxapex,Clefable,Ferrothorn
Tyranitar,Excadrill,Magnezone,Skarmory,Amoonguss,Clefable
Toxicroak,Crawdaunt,Pelipper,Ferrothorn,Clefable,Zeraora
Salazzle,Rillaboom,Hawlucha,Seismitoad,Mandibuzz,Jirachi
Excadrill,Grimmsnarl,Bisharp,Gengar,Haxorus,Hawlucha
Kyurem-Black,Jirachi,Conkeldurr,Clefable,Gastrodon,Mandibuzz
Aegislash,Gengar,Terrakion,Mandibuzz,Zeraora,Clefable
Zeraora,Clefable,Dragapult,Gastrodon,Corviknight,Rotom-Heat
Excadrill,Gyarados,Cinderace,Mew,Toxicroak,Gardevoir
Dracovish,Rotom-Mow,Aegislash,Kommo-o,Excadrill,Hatterene
Necrozma,Cobalion,Rotom-Heat,Clefable,Toxapex,Mandibuzz
Grimmsnarl,Terrakion,Gyarados,Hawlucha,Bisharp,Zeraora
Aegislash,Zeraora,Kommo-o,Seismitoad,Corviknight,Clefable
Hydreigon,Zeraora,Snorlax,Hatterene,Seismitoad,Ditto
Mew,Hydreigon,Aegislash,Clefable,Kommo-o,Corviknight
Goodra,Gengar,Zeraora,Clefable,Kommo-o,Corviknight
Runerigus,Sylveon,Reuniclus,Corviknight,Bisharp,Keldeo-Resolute
Lycanroc-Midnight,Orbeetle,Chandelure,Mantine,Tyranitar,Rotom-Mow
Incineroar,Zeraora,Rhyperior,Toxapex,Corviknight,Clefable
Grimmsnarl,Bisharp,Cinderace,Hawlucha,Gengar,Excadrill
Aegislash,Crawdaunt,Mew,Lucario,Bisharp,Dragapult
Corviknight,Ditto,Clefable,Mandibuzz,Dugtrio,Toxapex
Pincurchin,Hawlucha,Bisharp,Dragapult,Ribombee,Excadrill
Gengar,Crawdaunt,Kyurem,Sylveon,Kommo-o,Corviknight
Slurpuff,Aegislash,Pelipper,Raichu-Alola,Seismitoad,Pincurchin
Keldeo,Seismitoad,Clefable,Corviknight,Hydreigon,Aegislash
Pangoro,Bisharp,Hydreigon,Corviknight,Rotom-Heat,Gengar
Rotom-Heat,Terrakion,Hippowdon,Ferrothorn,Hydreigon,Clefable
Hydreigon,Pelipper,Silvally-Ground,Sigilyph,Cinderace,Conkeldurr
Jirachi,Dragapult,Clefable,Toxapex,Ferrothorn,Mandibuzz
Amoonguss,Mandibuzz,Clefable,Hippowdon,Cinderace,Zeraora
Gyarados,Grimmsnarl-Gmax,Rotom-Mow,Darmanitan-Galar,Polteageist,Mimikyu
Terrakion,Rotom-Heat,Hydreigon,Sylveon,Toxapex,Excadrill
Urshifu,Volcarona,Rillaboom,Kommo-o,Chansey,Zeraora
Togekiss,Aegislash,Toxapex,Mamoswine,Dragapult,Mandibuzz
Volcarona,Rillaboom,Mandibuzz,Toxapex,Kommo-o,Hawlucha
Dragapult,Rotom-Heat,Ferrothorn,Clefable,Jirachi,Gyarados
Kyurem,Jirachi,Clefable,Mandibuzz,Aegislash,Hydreigon
Dragapult,Mandibuzz,Ditto,Excadrill,Toxapex,Rotom-Heat
Kyurem,Dugtrio,Aegislash,Clefable,Dragapult,Corviknight
Salazzle,Excadrill,Hydreigon,Hippowdon,Toxapex,Clefable
Kyurem,Ferrothorn,Kommo-o,Clefable,Corviknight,Toxapex
Mimikyu,Melmetal,Conkeldurr,Hatterene,Seismitoad,Dragapult
Torkoal,Darmanitan,Rotom-Wash,Clefable,Hydreigon,Venusaur
Zeraora,Hydreigon,Corviknight,Rotom-Heat,Seismitoad,Sylveon
Eldegoss,Rotom-Wash,Mimikyu,Corviknight-Gmax,Reuniclus,Ditto
Togekiss,Conkeldurr,Gastrodon,Clefable,Hippowdon,Corviknight
Pelipper,Rillaboom,Scizor,Kingdra,Rotom-Heat,Clefable
Mimikyu,Snorlax,Conkeldurr,Jellicent,Dragapult,Hatterene
Corsola-Galar,Larvesta,Darumaka,Chansey,Farfetch’d-Galar,Zacian-Crowned
Azumarill,Dragapult,Magearna,Excadrill,Scolipede,Sirfetch’d
Indeedee,Kommo-o,Corviknight,Clefable,Dracovish,Ferrothorn
Dracovish,Pelipper,Dragapult,Barraskewda,Seismitoad,Corviknight
Dracovish,Pelipper,Aegislash,Ludicolo,Seismitoad,Corviknight
Dracovish,Pelipper,Dragapult,Ludicolo,Seismitoad,Corviknight
Dracovish,Pelipper,Aegislash,Barraskewda,Seismitoad,Corviknight
Corsola-Galar,Ferrothorn,Toxapex,Ditto,Hydreigon,Corviknight
Chandelure,Clefable,Urshifu,Flygon,Toxapex,Amoonguss
Runerigus,Musharna,Hatterene-Gmax,Copperajah-Gmax,Crawdaunt,Conkeldurr
Zacian-Crowned,Carvanha,Swirlix,Magneton,Sneasel,Lickitung
Torkoal,Venusaur,Mandibuzz,Seismitoad,Mimikyu,Durant
Gastrodon-East,Aegislash,Togekiss,Kyurem,Hippowdon,Rotom-Heat
Excadrill,Hippowdon,Toxapex,Dragapult,Hydreigon,Clefable
Mantine,Excadrill,Toxtricity,Conkeldurr,Dragapult,Haxorus
Excadrill,Hippowdon,Toxapex,Dragapult,Corviknight,Clefable
Mew,Jirachi,Mandibuzz,Salazzle,Primarina,Seismitoad
Zeraora,Conkeldurr,Hydreigon,Clefable,Corviknight,Toxapex
Cinderace,Seismitoad,Clefable,Toxtricity,Excadrill,Dragapult
Rapidash-Galar,Hawlucha,Bisharp,Rotom,Raichu,Lucario
Rapidash-Galar,Hawlucha,Bisharp,Rotom,Pikachu,Riolu
Corsola-Galar,Toxapex,Darmanitan-Galar,Corviknight,Dragapult,Ditto
Excadrill,Glalie,Dragapult,Mew,Ditto,Darmanitan-Galar
Dracovish,Bisharp,Grimmsnarl,Rotom-Heat,Celebi,Dragapult
Excadrill,Rotom-Heat,Dragapult,Hippowdon,Clefable,Ferrothorn
Rillaboom,Zeraora,Marowak-Alola,Toxapex,Mandibuzz,Jirachi
Hatterene,Marowak-Alola,Tyranitar,Excadrill,Heracross,Ferrothorn
Ferrothorn,Sylveon,Toxapex,Rotom-Heat,Dragapult,Mandibuzz
Mew,Rotom-Heat,Mandibuzz,Toxapex,Chansey,Quagsire
Clefable,Dragapult,Excadrill,Toxapex,Mandibuzz,Urshifu
Ditto,Dugtrio,Corviknight,Sylveon,Gastrodon,Hippowdon
Chandelure,Hydreigon,Rotom-Wash,Toxapex,Clefable,Corviknight
Corviknight,Zeraora,Dracovish,Kyurem,Seismitoad,Clefable
Urshifu,Excadrill,Togekiss,Tyranitar,Dragapult,Tangrowth
Seismitoad,Clefable,Corviknight,Aegislash,Hydreigon,Haxorus
Terrakion,Kyurem,Jirachi,Mandibuzz,Clefable,Seismitoad
Mamoswine,Aegislash,Bisharp,Conkeldurr,Crawdaunt,Mimikyu
Mamoswine,Aegislash,Hawlucha,Mimikyu,Zeraora,Kommo-o
Toxtricity,Clefable,Blissey,Skarmory,Urshifu,Dragapult
Excadrill,Rillaboom,Hawlucha,Dragapult,Toxtricity,Volcarona
Primarina,Chandelure,Corviknight,Toxtricity,Celebi,Excadrill
Weezing-Galar,Hydreigon,Seismitoad,Aegislash,Hawlucha,Clefable
Hatterene,Shedinja,Toxapex,Ferrothorn,Ditto,Rotom-Heat
Terrakion,Sigilyph,Bisharp,Zeraora,Aegislash,Hawlucha
Conkeldurr,Clefable,Aegislash,Seismitoad,Mandibuzz,Zeraora
Charizard,Mew,Whimsicott,Zeraora,Indeedee,Dracovish
Hydreigon,Clefable,Seismitoad,Ditto,Corviknight,Mandibuzz
Durant,Clefable,Gigalith,Excadrill,Dragapult,Rotom-Heat
Toxapex,Celebi,Umbreon,Dragapult,Rotom-Heat,Corviknight
Cinderace,Hydreigon,Clefable,Excadrill,Grimmsnarl,Corviknight
Terrakion,Kommo-o,Clefable,Zeraora,Aegislash,Mandibuzz
Shuckle,Cinderace,Dragapult,Jirachi,Hydreigon,Bisharp
Cinderace,Rillaboom,Primarina,Hawlucha,Excadrill,Hydreigon
Seismitoad,Clefable,Rotom-Heat,Hydreigon,Dragapult,Aegislash
Arctovish,Pelipper,Mandibuzz,Scizor,Kingdra,Seismitoad
Salazzle,Rillaboom,Hawlucha,Clefable,Seismitoad,Rotom-Heat
Melmetal,Hatterene,Runerigus,Mimikyu,Conkeldurr,Reuniclus
Dugtrio,Dragapult,Toxapex,Mandibuzz,Clefable,Rotom-Mow
Toxtricity,Seismitoad,Corviknight,Clefable,Dragapult,Gallade
Celebi,Terrakion,Excadrill,Hippowdon,Mandibuzz,Jirachi
Kyurem,Weezing-Galar,Seismitoad,Aegislash,Hawlucha,Clefable
Zarude,Dragapult,Excadrill,Hippowdon,Clefable,Rotom-Fan
Tyranitar,Excadrill,Hydreigon,Clefable,Seismitoad,Corviknight
Keldeo,Togekiss,Hydreigon,Corviknight,Kommo-o,Gengar
Togekiss,Toxtricity,Kommo-o,Mew,Ditto,Aegislash
Seismitoad,Tyranitar,Sigilyph,Rotom-Heat,Conkeldurr,Bisharp
Mew,Dracovish,Bisharp,Reuniclus,Mimikyu,Conkeldurr
Clefable,Toxapex,Ferrothorn,Dugtrio,Corviknight,Gengar
Clefable,Toxapex,Ferrothorn,Dugtrio,Corviknight,Hydreigon
Clefable,Toxapex,Reuniclus,Hippowdon,Corviknight,Dragapult
Clefable,Toxapex,Rotom-Mow,Hippowdon,Mandibuzz,Aegislash
Cinderace,Primarina,Salazzle,Togekiss,Hippowdon,Hydreigon
Cinderace,Primarina,Salazzle,Togekiss,Hippowdon,Hydreigon
Aegislash,Hydreigon,Corsola-Galar,Ferrothorn,Toxapex,Ditto
Accelgor,Kommo-o,Aegislash,Dracovish,Excadrill,Hydreigon
Gengar-Gmax,Reuniclus,Copperajah,Cinderace,Corviknight,Hydreigon
Rotom-Heat,Sylveon,Kommo-o,Dragapult,Toxapex,Corviknight
Rotom-Heat,Clefable,Hydreigon,Dragapult,Toxapex,Corviknight
Runerigus,Conkeldurr,Hatterene,Crawdaunt,Copperajah,Musharna
Seismitoad,Ditto,Corviknight,Toxapex,Darmanitan-Galar,Dragapult
Dragapult,Rotom-Heat,Mandibuzz,Hippowdon,Toxapex,Excadrill
Doublade,Grimmsnarl,Excadrill,Kommo-o,Mew,Dragapult
Tyranitar,Excadrill,Corviknight,Rotom-Wash,Clefable,Ferrothorn
Tyranitar,Excadrill,Dracovish,Clefable,Corviknight,Ferrothorn
Scizor,Tangrowth,Toxapex,Zeraora,Dragapult,Tyranitar
Clefable,Jirachi,Kommo-o,Rotom-Heat,Zeraora,Corviknight
Excadrill,Hippowdon,Clefable,Ferrothorn,Cinderace,Toxapex
Torkoal,Vileplume,Darmanitan,Mandibuzz,Aegislash,Heliolisk
Clefable,Salazzle,Mew,Seismitoad,Dragapult,Gengar
Dragapult,Rhyperior,Clefable,Mandibuzz,Ferrothorn,Salazzle
Clefable,Corviknight,Toxapex,Dragapult,Zeraora,Rotom-Heat
Reuniclus,Toxapex,Clefable,Corviknight,Conkeldurr,Rotom-Heat
Cobalion,Excadrill,Dragapult,Kyurem,Zeraora,Mandibuzz
Zeraora,Togekiss,Snorlax,Seismitoad,Corsola-Galar,Conkeldurr
Fraxure,Mr. Mime-Galar,Linoone-Galar,Corsola-Galar,Ferroseed,Thwackey
Natu,Piloswine,Gurdurr,Klang,Gloom,Corsola-Galar
Torkoal,Venusaur,Shiftry,Terrakion,Cinderace,Togekiss
Pelipper,Ferrothorn,Mandibuzz,Seismitoad,Dracovish,Mantine
Araquanid,Mimikyu,Darmanitan-Galar,Excadrill,Hydreigon,Togekiss
Obstagoon,Hatterene,Excadrill,Toxtricity,Kommo-o,Vaporeon
Excadrill,Hatterene-Gmax,Cloyster,Kommo-o,Dragapult,Rotom-Heat
Toxapex,Corviknight,Mandibuzz,Corsola-Galar,Ditto,Quagsire
Corviknight,Seismitoad,Ferrothorn,Toxapex,Sylveon,Ditto
Chandelure,Hydreigon,Toxapex,Sylveon,Corviknight,Rotom-Wash
Clefable,Corviknight,Seismitoad,Hydreigon,Aegislash,Rotom-Heat
Dracovish,Ferrothorn,Mimikyu,Mamoswine,Zeraora,Mandibuzz
Dracovish,Ferrothorn,Mimikyu,Bronzong,Zeraora,Hawlucha
Urshifu,Alakazam,Magearna,Mandibuzz,Toxapex,Excadrill
Bisharp,Grimmsnarl,Excadrill,Gyarados,Kommo-o,Conkeldurr
Dragapult,Excadrill,Hippowdon,Mandibuzz,Toxapex,Magearna
Urshifu,Magearna,Amoonguss,Hippowdon,Incineroar,Alakazam
Dragapult,Gengar,Mandibuzz,Ferrothorn,Hippowdon,Weezing-Galar
Dragapult,Gengar,Mandibuzz,Ferrothorn,Hippowdon,Weezing-Galar
Clefable,Weezing-Galar,Sableye,Gastrodon,Ferrothorn,Chandelure
Kyurem,Clefable,Mandibuzz,Ferrothorn,Rotom-Heat,Dragapult
Kyurem,Cinderace,Clefable,Corviknight,Seismitoad,Rotom-Wash
Kommo-o,Hatterene,Vaporeon,Snorlax,Aegislash,Ditto
Dugtrio,Dracozolt,Noivern,Whimsicott,Ditto,Dracovish
Excadrill,Cinderace,Zeraora,Clefable,Dragapult,Mandibuzz
Volcarona,Azumarill,Hippowdon,Magnezone,Mandibuzz,Kommo-o
Corsola-Galar,Ferrothorn,Toxapex,Obstagoon,Hydreigon,Corviknight
Kyurem,Clefable,Corviknight,Rotom-Heat,Excadrill,Toxapex
Gardevoir,Seismitoad,Cinderace,Toxtricity,Corviknight,Dragapult
Corviknight,Toxapex,Reuniclus,Corsola-Galar,Ferrothorn,Clefable
Grimmsnarl,Dragapult,Pyukumuku,Toxtricity,Eldegoss,Corviknight
