pokemon_1,pokemon_2,pokemon_3,pokemon_4,pokemon_5,pokemon_6
Umbreon,Glimmora,Slither Wing,Thundurus-Therian,Scizor,Rotom-Wash
Torkoal,Roaring Moon,Slither Wing,Walking Wake,Great Tusk,Cinderace
Umbreon,Gliscor,Slither Wing,Salazzle,Tauros-Paldea-Blaze,Ogerpon-Wellspring
Chi-Yu,Garganacl,Chien-Pao,Great Tusk,Iron Valiant,Skeledirge
Dondozo,Slither Wing,Toedscruel,Chi-Yu,Roaring Moon,Torkoal
Sandy Shocks,Iron Valiant,Kingambit,Dragapult,Dragonite,Azumarill
Zapdos,Slowking-Galar,Iron Valiant,Zamazenta-*,Scizor,Ting-Lu
Torterra,Ribombee,Gholdengo,Iron Moth,Great Tusk,Walking Wake
Kingambit,Iron Moth,Rillaboom,Ogerpon-Cornerstone,Ceruledge,Quaquaval
Umbreon,Gliscor,Slither Wing,Iron Moth,Tauros-Paldea-Blaze,Ogerpon-Wellspring
Great Tusk,Corviknight,Ditto,Clodsire,Greninja-*,Rillaboom
Dondozo,Slither Wing,Iron Treads,Chi-Yu,Roaring Moon,Torkoal
Chien-Pao,Chi-Yu,Great Tusk,Gholdengo,Glimmora,Dragonite
Zapdos-Galar,Slowking-Galar,Azumarill,Kingambit,Garchomp,Landorus-Therian
Ditto,Great Tusk,Samurott-Hisui,Garganacl,Gholdengo,Sneasler
Iron Treads,Oricorio-Sensu,Magnezone,Roaring Moon,Hariyama,Dragonite
Garganacl,Toxapex,Great Tusk,Dondozo,Volcarona,Iron Valiant
Pelipper,Floatzel,Basculegion-F,Greninja-*,Kingambit,Kilowattrel
Zarude,Skeledirge,Rotom-Wash,Zapdos-Galar,Slowking-Galar,Iron Treads
Rotom-Wash,Kingambit,Zapdos,Baxcalibur,Cinderace,Great Tusk
Iron Moth,Samurott-Hisui,Baxcalibur,Iron Valiant,Braviary-Hisui,Meowscarada
Rotom-Wash,Dragapult,Garganacl,Heatran,Sneasler,Great Tusk
Samurott-Hisui,Iron Valiant,Baxcalibur,Kingambit,Gholdengo,Greninja-*
Greninja-*,Pelipper,Kingambit,Zapdos,Ting-Lu,Basculegion
Ting-Lu,Rotom-Wash,Scizor,Iron Valiant,Gholdengo,Cinderace
Zarude,Zapdos-Galar,Rotom-Wash,Skeledirge,Slowking-Galar,Iron Treads
Baxcalibur,Gholdengo,Sneasler,Dragapult,Zapdos,Ting-Lu
Meowscarada,Ting-Lu,Scream Tail,Corviknight,Heatran,Toxapex
Kingambit,Great Tusk,Gholdengo,Enamorus,Ting-Lu,Toxapex
Walking Wake,Torkoal,Brute Bonnet,Great Tusk,Slither Wing,Orthworm
Walking Wake,Torkoal,Great Tusk,Roaring Moon,Cinderace,Orthworm
Samurott-Hisui,Kingambit,Zapdos,Great Tusk,Dragapult,Slowking-Galar
Gholdengo,Landorus-Therian,Garganacl,Toxapex,Great Tusk,Kingambit
Dragonite,Kingambit,Enamorus,Baxcalibur,Glimmora,Zamazenta-*
Garganacl,Cinderace,Chesnaught,Dondozo,Goodra-Hisui,Florges
Garganacl,Cinderace,Chesnaught,Dondozo,Goodra-Hisui,Florges
Zarude,Torkoal,Masquerain,Gholdengo,Walking Wake,Great Tusk
Tinkaton,Kleavor,Clodsire,Hydreigon,Basculegion-F,Hawlucha
Samurott-Hisui,Iron Valiant,Baxcalibur,Kingambit,Gholdengo,Greninja-*
Zarude,Iron Treads,Skeledirge,Rotom-Wash,Slowking-Galar,Zapdos-Galar
Ursaluna,Breloom,Slowbro-Galar,Iron Hands,Azumarill,Kingambit
Samurott-Hisui,Iron Valiant,Sandy Shocks,Great Tusk,Azumarill,Gholdengo
Tinkaton,Kleavor,Hydreigon,Basculegion-F,Clodsire,Hawlucha
Bellibolt,Meowscarada,Gastrodon,Hatterene,Orthworm,Dragapult
Slowking-Galar,Baxcalibur,Zapdos,Zamazenta-*,Kingambit,Great Tusk
Zoroark-Hisui,Corviknight,Garchomp,Volcanion,Breloom,Scream Tail
Toxapex,Dondozo,Blissey,Great Tusk,Ting-Lu,Alomomola
Greninja-*,Pelipper,Kingambit,Zapdos,Ting-Lu,Basculegion
Tinkaton,Hydreigon,Hawlucha,Clodsire,Basculegion-F,Kleavor
Pelipper,Floatzel,Iron Jugulis,Ting-Lu,Iron Treads,Amoonguss
Iron Hands,Corviknight,Dondozo,Clodsire,Dragonite,Chi-Yu
Zoroark-Hisui,Corviknight,Garchomp,Volcanion,Breloom,Scream Tail
Enamorus,Great Tusk,Kingambit,Rotom-Wash,Dragapult,Slowking-Galar
Iron Hands,Meowscarada,Dragapult,Wo-Chien,Iron Treads,Azumarill
Slither Wing,Maushold-Four,Pelipper,Farigiraf,Ceruledge,Iron Treads
Sandy Shocks,Slowking-Galar,Great Tusk,Iron Valiant,Corviknight,Samurott-Hisui
Samurott-Hisui,Iron Valiant,Baxcalibur,Kingambit,Gholdengo,Greninja-*
Samurott-Hisui,Zapdos,Great Tusk,Garganacl,Gholdengo,Dragapult
Great Tusk,Kingambit,Zapdos,Munkidori,Cinderace,Ting-Lu
Ogerpon-Wellspring,Samurott-Hisui,Iron Moth,Kingambit,Great Tusk,Dragapult
Iron Valiant,Landorus-Therian,Rotom-Wash,Samurott-Hisui,Gholdengo,Dragonite
Ogerpon-Hearthflame,Ribombee,Manaphy,Gholdengo,Baxcalibur,Great Tusk
Kingambit,Iron Moth,Gholdengo,Glimmora,Iron Valiant,Baxcalibur
Cinderace,Zapdos,Samurott-Hisui,Great Tusk,Slowking-Galar,Gholdengo
Blissey,Bronzong,Dondozo,Toxapex,Alomomola,Ting-Lu
Blissey,Toxapex,Dondozo,Corviknight,Clefable,Gliscor
Gholdengo,Glimmora,Kingambit,Ogerpon-Wellspring,Iron Moth,Dragonite
Baxcalibur,Ninetales-Alola,Great Tusk,Manaphy,Iron Moth,Kingambit
Great Tusk,Dondozo,Garganacl,Hoopa-Unbound,Zapdos,Dragapult
Ogerpon-Wellspring,Samurott-Hisui,Iron Moth,Kingambit,Great Tusk,Dragapult
Gholdengo,Ribombee,Breloom,Hoopa-Unbound,Ceruledge,Roaring Moon
Cinderace,Slowking-Galar,Landorus-Therian,Baxcalibur,Corviknight,Iron Valiant
Great Tusk,Zapdos,Amoonguss,Dragonite,Ting-Lu,Dragapult
Garchomp,Iron Moth,Kingambit,Iron Valiant,Enamorus,Walking Wake
Sandy Shocks,Slowking-Galar,Garganacl,Iron Valiant,Corviknight,Samurott-Hisui
Chien-Pao,Sneasler,Landorus-Therian,Samurott-Hisui,Gholdengo,Iron Moth
Iron Treads,Dragapult,Sneasler,Volcarona,Chien-Pao,Zamazenta-*
Landorus-Therian,Cinderace,Slowking-Galar,Baxcalibur,Iron Valiant,Corviknight
Cyclizar,Dondozo,Alomomola,Chansey,Corviknight,Clodsire
Sneasler,Rillaboom,Samurott-Hisui,Dragapult,Heatran,Corviknight
Iron Treads,Dragapult,Sneasler,Volcarona,Chien-Pao,Zamazenta-*
Gholdengo,Kingambit,Slowking-Galar,Great Tusk,Cinderace,Zapdos
Samurott-Hisui,Kingambit,Sandy Shocks,Gholdengo,Iron Valiant,Walking Wake
Pelipper,Floatzel,Azumarill,Golduck,Pawmot,Toedscruel
Iron Treads,Dragapult,Sneasler,Volcarona,Chien-Pao,Zamazenta-*
Amoonguss,Moltres,Rotom-Wash,Sylveon,Great Tusk,Kingambit
Slowking-Galar,Great Tusk,Iron Valiant,Baxcalibur,Zapdos,Cinderace
Cresselia,Zapdos,Gholdengo,Landorus-Therian,Volcanion,Kingambit
Decidueye-Hisui,Slowking-Galar,Landorus-Therian,Cinderace,Dragapult,Kingambit
Samurott-Hisui,Kingambit,Sandy Shocks,Gholdengo,Iron Valiant,Walking Wake
Enamorus,Slowking-Galar,Gholdengo,Great Tusk,Meowscarada,Baxcalibur
Cinderace,Torkoal,Walking Wake,Great Tusk,Roaring Moon,Lilligant-Hisui
Cinderace,Urshifu-*,Slowking-Galar,Magearna,Great Tusk,Dragapult
Dondozo,Toxapex,Ting-Lu,Great Tusk,Blissey,Alomomola
Gholdengo,Kingambit,Slowking-Galar,Great Tusk,Cinderace,Zapdos
Urshifu-*,Tyranitar,Toxapex,Slowking-Galar,Iron Treads,Corviknight
Cinderace,Torkoal,Walking Wake,Great Tusk,Roaring Moon,Lilligant-Hisui
Ursaluna,Carbink,Goodra-Hisui,Cresselia,Crabominable,Great Tusk
Volcarona,Landorus-Therian,Moltres-Galar,Grimmsnarl,Magearna,Urshifu-*
Lokix,Arboliva,Volcarona,Great Tusk,Scream Tail,Garganacl
Tauros-Paldea-Fire,Torkoal,Scovillain,Chi-Yu,Talonflame,Armarouge
Iron Valiant,Great Tusk,Zoroark-Hisui,Rotom-Wash,Dragonite,Gholdengo
Skeledirge,Meowscarada,Lycanroc-Dusk,Azumarill,Cinderace,Hydreigon
Cinderace,Torkoal,Walking Wake,Great Tusk,Roaring Moon,Lilligant-Hisui
Urshifu-*,Samurott-Hisui,Cinderace,Landorus-Therian,Hoopa-Unbound,Zamazenta-*
Landorus-Therian,Gholdengo,Samurott-Hisui,Sneasler,Heatran,Great Tusk
Vaporeon,Corviknight,Great Tusk,Clodsire,Zamazenta-*,Mismagius
Klawf,Annihilape,Roaring Moon,Crabominable,Venomoth,Klefki
Slither Wing,Sandy Shocks,Roaring Moon,Hatterene,Torkoal,Cinderace
Kingambit,Annihilape,Clodsire,Armarouge,Hatterene,Dragonite
Garganacl,Dragapult,Azumarill,Chien-Pao,Corviknight,Clodsire
Slither Wing,Sandy Shocks,Roaring Moon,Hatterene,Torkoal,Cinderace
Annihilape,Pawmot,Alomomola,Gardevoir,Maushold-Four,Kingambit
Dragapult,Iron Treads,Chien-Pao,Gholdengo,Dragonite,Volcarona
Gholdengo,Roaring Moon,Toxapex,Ting-Lu,Great Tusk,Rotom-Wash
Kingambit,Annihilape,Clodsire,Armarouge,Hatterene,Dragonite
Quaquaval,Chi-Yu,Dragapult,Hatterene,Ting-Lu,Corviknight
Arboliva,Charizard,Torkoal,Roaring Moon,Hatterene,Great Tusk
Toxtricity,Scream Tail,Tyranitar,Scizor,Great Tusk,Dragapult
Kingambit,Skeledirge,Iron Valiant,Dragonite,Ting-Lu,Gholdengo
Torkoal,Ceruledge,Roaring Moon,Great Tusk,Hatterene,Chi-Yu
Gallade,Dragonite,Chi-Yu,Great Tusk,Scizor,Gastrodon
Cyclizar,Annihilape,Garchomp,Chien-Pao,Dragonite,Volcarona
Corviknight,Skeledirge,Roaring Moon,Iron Valiant,Iron Treads,Wo-Chien
Torkoal,Ceruledge,Roaring Moon,Great Tusk,Hatterene,Chi-Yu
Meowscarada,Ting-Lu,Grimmsnarl,Iron Moth,Dragapult,Great Tusk
Ceruledge,Torkoal,Roaring Moon,Hatterene,Chi-Yu,Great Tusk
Hatterene,Chi-Yu,Roaring Moon,Ceruledge,Torkoal,Great Tusk
Chi-Yu,Pelipper,Quaquaval,Ting-Lu,Corviknight,Hatterene
Torkoal,Ceruledge,Roaring Moon,Great Tusk,Hatterene,Chi-Yu
Dragonite,Scizor,Garchomp,Chi-Yu,Great Tusk,Gholdengo
Ting-Lu,Chien-Pao,Flutter Mane,Glimmora,Gholdengo,Houndstone
Iron Bundle,Pincurchin,Iron Valiant,Iron Moth,Iron Treads,Hawlucha
Torkoal,Roaring Moon,Great Tusk,Scovillain,Chi-Yu,Espeon
Skeledirge,Dragapult,Great Tusk,Roaring Moon,Rotom-Wash,Kingambit
Palafin,Iron Moth,Clodsire,Cyclizar,Houndstone,Iron Treads
Iron Bundle,Pincurchin,Iron Valiant,Iron Moth,Iron Treads,Hawlucha
Chien-Pao,Flutter Mane,Houndstone,Great Tusk,Ting-Lu,Gholdengo
Iron Bundle,Pincurchin,Iron Valiant,Iron Moth,Iron Treads,Hawlucha
Rillaboom,Hawlucha,Sneasler,Haxorus,Scream Tail,Gholdengo
Baxcalibur,Zapdos,Great Tusk,Slowking-Galar,Dondozo,Samurott-Hisui
Enamorus,Slowking-Galar,Zamazenta-*,Great Tusk,Kingambit,Dragonite
Rillaboom,Hawlucha,Sneasler,Haxorus,Scream Tail,Skeledirge
Tyranitar,Ogerpon-Cornerstone,Ursaluna-Bloodmoon,Sinistcha,Weezing-Galar,Great Tusk
Ogerpon,Rillaboom,Sneasler,Hawlucha,Goodra-Hisui,Walking Wake
Rillaboom,Hawlucha,Sneasler,Haxorus,Scream Tail,Skeledirge
Sneasler,Great Tusk,Kingambit,Enamorus-Therian,Clodsire,Dragapult
Ogerpon,Rillaboom,Sneasler,Hawlucha,Goodra-Hisui,Walking Wake
Torterra,Ribombee,Gholdengo,Iron Moth,Great Tusk,Walking Wake
Munkidori,Grimmsnarl,Fezandipiti,Alomomola,Corviknight,Manaphy
Gholdengo,Great Tusk,Ogerpon,Ting-Lu,Toxapex,Rotom-Heat
Ogerpon,Rillaboom,Sneasler,Hawlucha,Goodra-Hisui,Walking Wake
Gliscor,Clefable,Dondozo,Blissey,Moltres,Toxapex
Ogerpon,Rillaboom,Sneasler,Hawlucha,Goodra-Hisui,Walking Wake
Amoonguss,Kingambit,Skeledirge,Great Tusk,Enamorus,Dragapult
Rillaboom,Magearna,Goodra-Hisui,Hawlucha,Samurott-Hisui,Heatran
Arcanine-Hisui,Landorus-Therian,Magearna,Chien-Pao,Corviknight,Clodsire
Walking Wake,Hoopa-Unbound,Lilligant-Hisui,Ting-Lu,Sneasler,Gholdengo
Rillaboom,Hawlucha,Sneasler,Haxorus,Scream Tail,Gholdengo
Baxcalibur,Tornadus-Therian,Garganacl,Great Tusk,Heatran,Zamazenta-*
Rillaboom,Hawlucha,Sneasler,Haxorus,Scream Tail,Gholdengo
Ceruledge,Kingambit,Armarouge,Heracross,Primeape,Jumpluff
Iron Treads,Iron Leaves,Hawlucha,Pincurchin,Slowking,Iron Moth
Gliscor,Iron Valiant,Great Tusk,Kingambit,Zapdos,Ogerpon-Wellspring
Torkoal,Iron Moth,Roaring Moon,Gholdengo,Walking Wake,Cinderace
Ursaluna-Bloodmoon,Baxcalibur,Ninetales-Alola,Gholdengo,Munkidori,Kommo-o
Baxcalibur,Mew,Garchomp,Ninetales-Alola,Manaphy,Jirachi
Gyarados,Gholdengo,Hatterene,Iron Treads,Landorus-Therian,Hydreigon
Samurott-Hisui,Baxcalibur,Iron Valiant,Sandy Shocks,Walking Wake,Gholdengo
Skeledirge,Zamazenta-*,Magearna,Ting-Lu,Great Tusk,Slowking-Galar
Alomomola,Talonflame,Corviknight,Blissey,Dondozo,Slowking-Galar
Pelipper,Floatzel,Azumarill,Golduck,Pawmot,Toedscruel
Sneasler,Dragapult,Magearna,Zamazenta-*,Hatterene,Volcarona
Gholdengo,Ting-Lu,Zapdos,Baxcalibur,Toxapex,Iron Valiant
Roaring Moon,Slowking-Galar,Great Tusk,Enamorus,Landorus-Therian,Iron Hands
Enamorus,Gholdengo,Clodsire,Dragonite,Great Tusk,Zapdos
Samurott-Hisui,Baxcalibur,Iron Valiant,Sandy Shocks,Walking Wake,Gholdengo
Baxcalibur,Great Tusk,Kingambit,Meowscarada,Iron Moth,Iron Valiant
Glimmora,Dragapult,Kingambit,Great Tusk,Haxorus,Corviknight
Walking Wake,Torkoal,Ceruledge,Scream Tail,Roaring Moon,Great Tusk
Clodsire,Rotom-Wash,Walking Wake,Iron Hands,Great Tusk,Gholdengo
Kingambit,Roaring Moon,Ogerpon-Wellspring,Glimmora,Cinderace,Samurott-Hisui
Torkoal,Iron Moth,Roaring Moon,Gholdengo,Walking Wake,Cinderace
Skeledirge,Azumarill,Great Tusk,Landorus-Therian,Zamazenta-*,Chesnaught
Dondozo,Gholdengo,Glimmora,Dragapult,Roaring Moon,Kingambit
Muk-Alola,Zapdos,Great Tusk,Slowking-Galar,Cinderace,Zamazenta-*
Enamorus-Therian,Pawmot,Rotom-Wash,Cinderace,Zamazenta-*,Gholdengo
Kingambit,Glimmora,Zamazenta-*,Iron Valiant,Iron Moth,Ogerpon-Wellspring
Skeledirge,Azumarill,Great Tusk,Landorus-Therian,Zamazenta-*,Chesnaught
Garganacl,Zapdos,Zamazenta-*,Cinderace,Rillaboom,Slowking-Galar
Skeledirge,Azumarill,Great Tusk,Landorus-Therian,Zamazenta-*,Chesnaught
Jolteon,Arcanine,Scizor,Gyarados,Talonflame,Mew
Skeledirge,Azumarill,Great Tusk,Gastrodon,Zamazenta-*,Fezandipiti
Skeledirge,Azumarill,Great Tusk,Landorus-Therian,Zamazenta-*,Chesnaught
Mandibuzz,Hippowdon,Corviknight,Blissey,Dondozo,Clodsire
Enamorus-Therian,Pawmot,Rotom-Wash,Cinderace,Zamazenta-*,Gholdengo
Kingambit,Alomomola,Great Tusk,Garganacl,Cresselia,Slowking-Galar
Skeledirge,Azumarill,Great Tusk,Landorus-Therian,Zamazenta-*,Chesnaught
Great Tusk,Gliscor,Amoonguss,Iron Moth,Kingambit,Ogerpon-Wellspring
Enamorus-Therian,Pawmot,Rotom-Wash,Cinderace,Zamazenta-*,Gholdengo
Glimmora,Zamazenta-*,Greninja-*,Cresselia,Kingambit,Baxcalibur
Zoroark-Hisui,Ditto,Bisharp,Weavile,Scream Tail,Azelf
Enamorus-Therian,Pawmot,Rotom-Wash,Cinderace,Zamazenta-*,Gholdengo
Meowscarada,Hatterene,Glimmora,Dondozo,Baxcalibur,Great Tusk
Kingambit,Sandy Shocks,Ceruledge,Great Tusk,Greninja,Dragonite
Volcanion,Maushold-Four,Slowking-Galar,Great Tusk,Landorus-Therian,Rotom-Wash
Enamorus-Therian,Zamazenta-*,Rotom-Wash,Cinderace,Pawmot,Gholdengo
Chien-Pao,Dondozo,Great Tusk,Gholdengo,Clodsire,Iron Valiant
Meowscarada,Hatterene,Glimmora,Dondozo,Baxcalibur,Great Tusk
Typhlosion-Hisui,Samurott-Hisui,Magearna,Tornadus-Therian,Landorus-Therian,Zapdos
Enamorus-Therian,Volcarona,Rotom-Wash,Cinderace,Zamazenta-*,Gholdengo
Ting-Lu,Maushold-Four,Glimmora,Skeledirge,Gholdengo,Meowscarada
Meowscarada,Garganacl,Tyranitar,Flamigo,Lokix,Corviknight
Meowscarada,Hatterene,Glimmora,Dondozo,Baxcalibur,Great Tusk
Orthworm,Dragonite,Roaring Moon,Great Tusk,Espathra,Breloom
Enamorus-Therian,Zamazenta-*,Rotom-Wash,Cinderace,Pawmot,Gholdengo
Walking Wake,Maushold-Four,Moltres,Great Tusk,Garganacl,Slowking-Galar
Scizor,Dragapult,Great Tusk,Rotom-Wash,Iron Moth,Umbreon
Meowscarada,Garganacl,Tyranitar,Flamigo,Lokix,Corviknight
Enamorus-Therian,Pawmot,Rotom-Wash,Cinderace,Zamazenta-*,Gholdengo
Landorus-Therian,Samurott-Hisui,Kingambit,Zamazenta-*,Iron Valiant,Gholdengo
Skeledirge,Okidogi,Zamazenta-*,Goodra-Hisui,Cinderace,Ogerpon-Wellspring
Garchomp,Amoonguss,Ninetales-Alola,Cinderace,Ting-Lu,Manaphy
Pelipper,Crawdaunt,Amoonguss,Gliscor,Basculegion-F,Mandibuzz
Regidrago,Okidogi,Zamazenta-*,Goodra-Hisui,Cinderace,Ogerpon-Wellspring
Meowscarada,Garganacl,Tyranitar,Flamigo,Scizor,Corviknight
Quaquaval,Rotom-Mow,Chi-Yu,Toedscruel,Scizor,Tinkaton
Meowscarada,Garganacl,Tyranitar,Flamigo,Lokix,Corviknight
Lokix,Cyclizar,Iron Moth,Magnezone,Meowscarada,Talonflame
Kingambit,Toedscruel,Azumarill,Orthworm,Volcarona,Dragonite
Gholdengo,Breloom,Toedscruel,Toxapex,Iron Valiant,Garganacl
Meowscarada,Gholdengo,Roaring Moon,Azumarill,Cinderace,Dragapult
Kingambit,Toedscruel,Azumarill,Orthworm,Volcarona,Dragonite
Kingambit,Toedscruel,Azumarill,Mimikyu,Volcarona,Dragonite
Indeedee,Hatterene,Polteageist,Armarouge,Great Tusk,Hawlucha
Garganacl,Great Tusk,Volcarona,Kingambit,Roaring Moon,Gholdengo
Kingambit,Toedscruel,Azumarill,Orthworm,Volcarona,Dragonite
Clefable,Kingambit,Azumarill,Mimikyu,Garganacl,Dragonite
Amoonguss,Blissey,Coalossal,Gliscor,Ditto,Alomomola
Kingambit,Toedscruel,Azumarill,Zoroark,Volcarona,Dragonite
Indeedee,Polteageist-Antique,Cloyster,Armarouge,Toedscruel,Hatterene
Kingambit,Toedscruel,Azumarill,Orthworm,Volcarona,Dragonite
Skeledirge,Chien-Pao,Dondozo,Clodsire,Meowscarada,Quaquaval
Cinderace,Garchomp,Rotom-Wash,Great Tusk,Kingambit,Amoonguss
Kingambit,Toedscruel,Azumarill,Orthworm,Volcarona,Dragonite
Kingambit,Toedscruel,Azumarill,Drifblim,Volcarona,Dragonite
Garchomp,Cinderace,Iron Treads,Rotom-Wash,Iron Valiant,Kingambit
Kingambit,Jolteon,Azumarill,Drifblim,Volcarona,Dragonite
Gholdengo,Clodsire,Ceruledge,Breloom,Glimmora,Great Tusk
Blissey,Clodsire,Dondozo,Zapdos,Ting-Lu,Roaring Moon
Moltres,Samurott-Hisui,Great Tusk,Amoonguss,Garganacl,Iron Valiant
Kingambit,Toedscruel,Azumarill,Drifblim,Volcarona,Dragonite
Pelipper,Floatzel,Iron Jugulis,Tauros-Paldea-Aqua,Amoonguss,Iron Treads
Ursaring,Iron Valiant,Gholdengo,Amoonguss,Ting-Lu,Dragonite
Ursaring,Azumarill,Drifblim,Volcarona,Dragonite,Kingambit
Ursaring,Azumarill,Drifblim,Volcarona,Dragonite,Kingambit
Skeledirge,Roaring Moon,Rotom-Wash,Azumarill,Dragonite,Clodsire
Cinderace,Gholdengo,Azumarill,Great Tusk,Rotom-Wash,Chien-Pao
Haxorus,Azumarill,Drifblim,Volcarona,Dragonite,Kingambit
Great Tusk,Samurott-Hisui,Ursaluna-Bloodmoon,Iron Moth,Gholdengo,Ogerpon-Wellspring
Ribombee,Torterra,Dragonite,Gholdengo,Iron Moth,Ogerpon-Cornerstone
Masquerain,Gholdengo,Iron Valiant,Hydreigon,Iron Moth,Dragapult
Hatterene,Toxapex,Great Tusk,Dragapult,Corviknight,Garganacl
Kingambit,Iron Valiant,Cresselia,Samurott-Hisui,Great Tusk,Sneasler
Samurott-Hisui,Kingambit,Sandy Shocks,Gholdengo,Iron Valiant,Walking Wake
Orthworm,Iron Valiant,Glimmora,Kingambit,Roaring Moon,Ceruledge
Dragapult,Baxcalibur,Great Tusk,Cinderace,Toxapex,Corviknight
Meowscarada,Corviknight,Toxapex,Great Tusk,Iron Valiant,Skeledirge
Baxcalibur,Rotom-Wash,Volcarona,Hatterene,Great Tusk,Iron Moth
Zoroark-Hisui,Baxcalibur,Slowking,Corviknight,Great Tusk,Volcarona
Roaring Moon,Dondozo,Clodsire,Gholdengo,Cinderace,Meowscarada
Masquerain,Gholdengo,Iron Valiant,Hydreigon,Orthworm,Iron Moth
Corviknight,Toxapex,Dragapult,Sylveon,Great Tusk,Volcarona
Corviknight,Toxapex,Dragapult,Sylveon,Great Tusk,Volcarona
Greninja,Iron Valiant,Dragonite,Kingambit,Great Tusk,Slowking
Orthworm,Glimmora,Roaring Moon,Iron Valiant,Walking Wake,Kingambit
Corviknight,Toxapex,Dragapult,Sylveon,Great Tusk,Volcarona
Ting-Lu,Great Tusk,Skeledirge,Corviknight,Toxapex,Dragapult
Meowscarada,Roaring Moon,Great Tusk,Dragonite,Gholdengo,Azumarill
Orthworm,Iron Valiant,Glimmora,Kingambit,Roaring Moon,Ceruledge
Orthworm,Iron Valiant,Glimmora,Kingambit,Roaring Moon,Volcarona
Amoonguss,Dragapult,Hydreigon,Gholdengo,Great Tusk,Quaquaval
Orthworm,Iron Valiant,Glimmora,Kingambit,Roaring Moon,Ceruledge
Dragapult,Kingambit,Gholdengo,Iron Valiant,Rotom-Wash,Garchomp
Zoroark-Hisui,Baxcalibur,Slowking,Corviknight,Great Tusk,Volcarona
Iron Moth,Ting-Lu,Rotom-Wash,Gholdengo,Roaring Moon,Iron Valiant
Orthworm,Iron Valiant,Glimmora,Kingambit,Roaring Moon,Ceruledge
Orthworm,Iron Valiant,Glimmora,Kingambit,Roaring Moon,Ceruledge
Walking Wake,Meowscarada,Gholdengo,Great Tusk,Rotom-Wash,Glimmora
Slowking-Galar,Kingambit,Baxcalibur,Gliscor,Samurott-Hisui,Manaphy
Kingambit,Ursaluna-Bloodmoon,Baxcalibur,Great Tusk,Iron Valiant,Fezandipiti
Torkoal,Great Tusk,Walking Wake,Iron Moth,Hatterene,Lilligant-Hisui
Kingambit,Ursaluna-Bloodmoon,Baxcalibur,Great Tusk,Iron Valiant,Fezandipiti
Dragonite,Iron Valiant,Azumarill,Great Tusk,Glimmora,Orthworm
Iron Valiant,Orthworm,Roaring Moon,Glimmora,Kingambit,Ceruledge
Ribombee,Samurott-Hisui,Gholdengo,Kommo-o,Munkidori,Dragapult
Kingambit,Ursaluna-Bloodmoon,Baxcalibur,Great Tusk,Iron Valiant,Fezandipiti
Dragapult,Kingambit,Iron Moth,Iron Treads,Meowscarada,Dragonite
Baxcalibur,Skeledirge,Dragonite,Toxapex,Great Tusk,Kingambit
Kingambit,Ursaluna-Bloodmoon,Baxcalibur,Great Tusk,Iron Valiant,Fezandipiti
Ogerpon-Hearthflame,Torkoal,Walking Wake,Roaring Moon,Great Tusk,Sandy Shocks
Kingambit,Ursaluna-Bloodmoon,Baxcalibur,Great Tusk,Iron Valiant,Fezandipiti
Ninetales-Alola,Frosmoth,Baxcalibur,Kommo-o,Kingambit,Manaphy
Torterra,Ninetales-Alola,Baxcalibur,Infernape,Ceruledge,Lilligant-Hisui
Kingambit,Ursaluna-Bloodmoon,Baxcalibur,Great Tusk,Iron Valiant,Fezandipiti
Kingambit,Ursaluna-Bloodmoon,Baxcalibur,Great Tusk,Iron Valiant,Fezandipiti
Baxcalibur,Mew,Garchomp,Ninetales-Alola,Manaphy,Jirachi
Kingambit,Ursaluna-Bloodmoon,Baxcalibur,Great Tusk,Iron Valiant,Fezandipiti
Ninetales-Alola,Baxcalibur,Kingambit,Greninja-*,Iron Treads,Weavile
Lilligant,Rillaboom,Torkoal,Moltres,Great Tusk,Sneasler
Meloetta,Clodsire,Bellibolt,Muk-Alola,Baxcalibur,Corviknight
Kingambit,Ursaluna-Bloodmoon,Baxcalibur,Great Tusk,Iron Valiant,Fezandipiti
Torterra,Iron Valiant,Munkidori,Samurott-Hisui,Gholdengo,Gliscor
Rillaboom,Sneasler,Sandy Shocks,Great Tusk,Heatran,Hatterene
Great Tusk,Kingambit,Slowking-Galar,Walking Wake,Baxcalibur,Moltres
Baxcalibur,Greninja-*,Kingambit,Enamorus,Great Tusk,Meowscarada
Cresselia,Gholdengo,Ting-Lu,Toxapex,Samurott-Hisui,Iron Valiant
Great Tusk,Kingambit,Slowking-Galar,Walking Wake,Baxcalibur,Moltres
Glimmora,Baxcalibur,Azumarill,Dragapult,Iron Moth,Iron Valiant
Cresselia,Garganacl,Volcanion,Enamorus,Great Tusk,Zamazenta-*
Cresselia,Gholdengo,Ting-Lu,Toxapex,Samurott-Hisui,Iron Valiant
Iron Leaves,Iron Valiant,Pincurchin,Iron Treads,Iron Moth,Moltres
Samurott-Hisui,Iron Valiant,Baxcalibur,Kingambit,Gholdengo,Greninja-*
Qwilfish-Hisui,Landorus-Therian,Great Tusk,Goodra-Hisui,Volcanion,Breloom
Greninja-*,Great Tusk,Iron Moth,Kingambit,Amoonguss,Enamorus
Qwilfish-Hisui,Landorus-Therian,Great Tusk,Goodra-Hisui,Volcanion,Breloom
Greninja-*,Great Tusk,Iron Moth,Kingambit,Amoonguss,Enamorus
Greninja-*,Great Tusk,Iron Moth,Kingambit,Amoonguss,Enamorus
