pokemon_1,pokemon_2,pokemon_3,pokemon_4,pokemon_5,pokemon_6
Toxapex,Ferrothorn,Hatterene,Landorus-Therian,Victini,Dragapult
Pelipper,Seismitoad,Barraskewda,Ferrothorn,Volcanion,Zapdos
Ninetales-Alola,Klefki,Volcarona,Landorus-Therian,Dragapult,Mew
Tapu Lele,Tyranitar,Volcanion,Ferrothorn,Urshifu-*,Landorus-Therian
Ninetales-Alola,Klefki,Rapidash-Galar,Dhelmise,Armaldo,Machamp
Tapu Lele,Tyranitar,Volcanion,Ferrothorn,Urshifu-*,Landorus-Therian
Kartana,Blacephalon,Landorus-Therian,Dragapult,Tyranitar,Corviknight
Rotom-Wash,Hippowdon,Heatran,Garchomp,Weavile,Togekiss
Dragapult,Landorus-Therian,Toxapex,Tornadus-Therian,Ferrothorn,Gengar
Kartana,Blacephalon,Zapdos-Galar,Dragapult,Melmetal,Landorus-Therian
Tyranitar,Kartana,Dragapult,Blacephalon,Landorus-Therian,Melmetal
Kartana,Magnezone,Tapu Fini,Tyranitar,Landorus-Therian,Dragapult
Weavile,Bisharp,Garchomp,Blacephalon,Zapdos,Tapu Fini
Landorus-Therian,Tyranitar,Rillaboom,Dragapult,Melmetal,Magnezone
Kyurem,Kartana,Tyranitar,Tapu Koko,Landorus-Therian,Victini
Shuckle,Tyrantrum,Bisharp,Nidoking,Kartana,Dragonite
Pelipper,Weezing-Galar,Magearna,Barraskewda,Kingdra,Mamoswine
Torkoal,Cinderace,Volcarona,Venusaur,Aegislash,Mandibuzz
Torkoal,Rillaboom,Primarina,Zeraora,Hawlucha,Venusaur
Clefable,Toxapex,Hatterene,Hippowdon,Mandibuzz,Ferrothorn
Torkoal,Rillaboom,Primarina,Zeraora,Hawlucha,Venusaur
Qwilfish,Pelipper,Seismitoad,Inteleon,Toxapex,Drednaw
Torkoal,Rillaboom,Primarina,Zeraora,Hawlucha,Venusaur
Grimmsnarl,Seismitoad,Celebi,Salazzle,Aegislash,Togekiss
Terrakion,Aegislash,Crawdaunt,Zeraora,Kyurem,Togekiss
Torkoal,Rillaboom,Primarina,Zeraora,Hawlucha,Venusaur
Mimikyu,Salazzle,Togekiss,Aegislash,Clefable,Kommo-o
Escavalier,Seismitoad,Clefable,Mandibuzz,Zeraora,Dragapult
Seismitoad,Cinderace,Toxtricity,Sigilyph,Kommo-o,Whimsicott
Mimikyu,Salazzle,Togekiss,Aegislash,Clefable,Kommo-o
Primarina,Salazzle,Ferrothorn,Clefable,Seismitoad,Hydreigon
Mimikyu,Salazzle,Togekiss,Aegislash,Clefable,Kommo-o
Hippowdon,Excadrill,Clefable,Dragapult,Kyurem,Conkeldurr
Seismitoad,Ferrothorn,Hydreigon,Cinderace,Aegislash,Weezing-Galar
Hippowdon,Excadrill,Clefable,Dragapult,Kyurem,Conkeldurr
Celebi,Zeraora,Clefable,Snorlax,Toxapex,Corviknight
Ninetales,Venusaur,Rhyperior,Togekiss,Aegislash,Darmanitan
Hippowdon,Excadrill,Clefable,Dragapult,Kyurem,Conkeldurr
Bisharp,Rotom-Heat,Ferrothorn,Clefable,Dragapult,Kommo-o
Mimikyu,Hippowdon,Excadrill,Diggersby,Hydreigon,Clefable
Hippowdon,Excadrill,Clefable,Dragapult,Kyurem,Conkeldurr
Xatu,Mamoswine,Jirachi,Primarina,Hydreigon,Ferrothorn
Mimikyu,Hippowdon,Excadrill,Diggersby,Hydreigon,Clefable
Primarina,Clefable,Rotom-Heat,Seismitoad,Aegislash,Dragapult
Dragapult,Torkoal,Darmanitan,Mandibuzz,Venusaur,Kyurem
Torkoal,Venusaur,Togekiss,Jirachi,Conkeldurr,Rotom-Wash
Snorlax,Hatterene,Vaporeon,Ditto,Kommo-o,Aegislash
Hippowdon,Excadrill,Clefable,Dragapult,Kyurem,Conkeldurr
Bisharp,Kommo-o,Aegislash,Mimikyu,Clefable,Zeraora
Clefable,Mandibuzz,Kyurem,Aegislash,Zeraora,Toxapex
Mimikyu,Hatterene,Diggersby,Arctozolt,Jellicent,Ditto
Aegislash,Clefable,Mimikyu,Zeraora,Tyranitar,Bisharp
Victini,Swampert,Celesteela,Bewear,Xurkitree,Dragonite
Rotom-Wash,Weavile,Landorus-Therian,Heatran,Tangrowth,Melmetal
Rotom-Wash,Weavile,Landorus-Therian,Heatran,Tangrowth,Melmetal
Conkeldurr,Seismitoad,Tapu Lele,Mandibuzz,Victini,Silvally-*
Conkeldurr,Seismitoad,Tapu Lele,Mandibuzz,Victini,Silvally-*
Bronzong,Marowak-Alola,Crawdaunt,Porygon2,Cresselia,Melmetal
Rotom-Wash,Weavile,Landorus-Therian,Heatran,Tangrowth,Melmetal
Conkeldurr,Seismitoad,Tapu Lele,Mandibuzz,Victini,Silvally-*
Rotom-Wash,Weavile,Landorus-Therian,Heatran,Tangrowth,Melmetal
Golurk,Victini,Volcanion,Seismitoad,Mandibuzz,Ditto
Golurk,Victini,Volcanion,Seismitoad,Mandibuzz,Ditto
Rotom-Wash,Weavile,Landorus-Therian,Heatran,Tangrowth,Melmetal
Reuniclus,Regieleki,Tapu Koko,Victini,Gengar,Mew
Dragapult,Urshifu-*,Tapu Lele,Ferrothorn,Heatran,Landorus-Therian
Tyranitar,Excadrill,Volcanion,Amoonguss,Heatran,Skarmory
Pinsir,Centiskorch,Araquanid,Shuckle,Vikavolt,Armaldo
Landorus-Therian,Xurkitree,Ribombee,Bisharp,Gengar,Slowking-Galar
Rotom-Wash,Weavile,Landorus-Therian,Heatran,Tangrowth,Melmetal
Dragonite,Landorus-Therian,Volcanion,Weavile,Magnezone,Tapu Lele
Tapu Lele,Heatran,Landorus-Therian,Kartana,Rotom-Wash,Urshifu-*
Tapu Koko,Clawitzer,Slowking-Galar,Landorus-Therian,Buzzwole,Heatran
Pelipper,Ninetales-Alola,Glaceon,Barraskewda,Ferrothorn,Arctozolt
Tapu Koko,Volcanion,Buzzwole,Landorus-Therian,Tornadus-Therian,Ferrothorn
Volcarona,Weavile,Garchomp,Corviknight,Tapu Fini,Melmetal
Nidoking,Urshifu-*,Tornadus-Therian,Landorus-Therian,Slowbro,Heatran
Pelipper,Barraskewda,Dragonite,Ferrothorn,Seismitoad,Thundurus-Therian
Torkoal,Volcanion,Venusaur,Garchomp,Scizor,Tornadus-Therian
Zygarde-10%,Toxtricity,Hatterene,Corviknight,Tangrowth,Victini
Pelipper,Volcanion,Barraskewda,Tapu Lele,Landorus-Therian,Ferrothorn
Toxapex,Ferrothorn,Hatterene,Landorus-Therian,Victini,Dragapult
Ninetales-Alola,Arctozolt,Volcanion,Corviknight,Landorus-Therian,Tornadus-Therian
Melmetal,Garchomp,Azumarill,Volcarona,Toxapex,Moltres-Galar
Conkeldurr,Gyarados,Scizor,Rillaboom,Swampert,Volcarona
Ninetales-Alola,Arctozolt,Volcanion,Corviknight,Landorus-Therian,Tornadus-Therian
Ninetales-Alola,Arctozolt,Volcanion,Corviknight,Landorus-Therian,Tornadus-Therian
Rillaboom,Melmetal,Hatterene,Swampert,Blaziken,Zeraora
Ninetales-Alola,Arctozolt,Volcanion,Corviknight,Landorus-Therian,Tornadus-Therian
Mew,Corviknight,Keldeo-Resolute,Dragapult,Hippowdon,Tapu Lele
Pelipper,Melmetal,Garchomp,Volcanion,Barraskewda,Tornadus-Therian
Ninetales-Alola,Arctozolt,Volcanion,Corviknight,Landorus-Therian,Tornadus-Therian
Ninetales-Alola,Arctozolt,Volcanion,Corviknight,Landorus-Therian,Tornadus-Therian
Scizor,Nidoking,Swampert,Urshifu-*,Zapdos,Kyurem
Ninetales-Alola,Arctozolt,Volcanion,Corviknight,Landorus-Therian,Tornadus-Therian
Tapu Fini,Magnezone,Landorus-Therian,Kartana,Victini,Dragapult
Ninetales-Alola,Arctozolt,Volcanion,Corviknight,Landorus-Therian,Tornadus-Therian
Crawdaunt,Slowbro,Kyurem,Garchomp,Melmetal,Corviknight
Hatterene,Porygon2,Cresselia,Marowak-Alola,Golurk,Melmetal
Ninetales-Alola,Arctozolt,Volcanion,Corviknight,Landorus-Therian,Tornadus-Therian
Aegislash,Dragapult,Volcarona,Urshifu-*,Swampert,Skarmory
Nidoking,Victini,Dragapult,Corviknight,Blissey,Tapu Fini
Regidrago,Magnezone,Gastrodon,Corviknight,Rillaboom,Victini
Tapu Lele,Alakazam,Melmetal,Landorus-Therian,Weavile,Zapdos
Clefable,Rapidash-Galar,Togekiss,Hatterene,Klefki,Primarina
Nidoking,Victini,Dragapult,Corviknight,Blissey,Tapu Fini
Nidoking,Victini,Dragapult,Corviknight,Blissey,Tapu Fini
Beheeyem,Terrakion,Dragapult,Rotom-Wash,Landorus-Therian,Scizor
Reuniclus,Garchomp,Skarmory,Blissey,Clefable,Rotom-Heat
Ninetales,Heatran,Tornadus,Regidrago,Whimsicott,Braviary
Tapu Koko,Garchomp,Ferrothorn,Weavile,Tornadus-Therian,Victini
Slowking-Galar,Urshifu-*,Weavile,Heatran,Corviknight,Garchomp
Pelipper,Seismitoad,Urshifu-*,Thundurus-Therian,Kyurem,Ferrothorn
Bisharp,Toxapex,Chansey,Heatran,Landorus-Therian,Ditto
Registeel,Dragapult,Urshifu-*,Slowking-Galar,Landorus-Therian,Toxapex
Ninetales-Alola,Arctozolt,Volcanion,Corviknight,Landorus-Therian,Tornadus-Therian
Ferrothorn,Dragapult,Tapu Koko,Conkeldurr,Volcarona,Starmie
Ninetales-Alola,Arctozolt,Volcanion,Corviknight,Landorus-Therian,Tornadus-Therian
Ninetales-Alola,Arctozolt,Volcanion,Corviknight,Landorus-Therian,Tornadus-Therian
Starmie,Scizor,Umbreon,Landorus-Therian,Clefable,Tangrowth
Ninetales-Alola,Arctozolt,Volcanion,Corviknight,Landorus-Therian,Tornadus-Therian
Melmetal,Zapdos,Slowking,Landorus-Therian,Dragapult,Weavile
Kartana,Weavile,Landorus-Therian,Rillaboom,Hawlucha,Heatran
Tapu Koko,Hawlucha,Kyurem,Landorus-Therian,Victini,Regieleki
Kartana,Weavile,Landorus-Therian,Rillaboom,Hawlucha,Heatran
Zeraora,Pangoro,Heatran,Corviknight,Seismitoad,Nidoking
Tyranitar,Excadrill,Clefable,Kyurem,Zapdos,Urshifu-*
Ninetales-Alola,Arctozolt,Volcanion,Corviknight,Landorus-Therian,Tornadus-Therian
Ninetales-Alola,Arctozolt,Volcanion,Corviknight,Landorus-Therian,Tornadus-Therian
Mew,Dragonite,Blacephalon,Zeraora,Kartana,Diggersby
Tyranitar,Excadrill,Dracozolt,Tornadus-Therian,Scizor,Slowbro
Dragonite,Garchomp,Magnezone,Moltres,Toxapex,Blissey
Buzzwole,Hippowdon,Tapu Koko,Toxapex,Corviknight,Magnezone
Tyranitar,Excadrill,Dracozolt,Tornadus-Therian,Scizor,Slowbro
Latias,Heatran,Weavile,Skarmory,Toxapex,Hippowdon
Ninetales-Alola,Arctozolt,Volcanion,Corviknight,Landorus-Therian,Tornadus-Therian
Drifblim,Kommo-o,Mudsdale,Kartana,Morpeko,Urshifu-*
Ninetales-Alola,Arctozolt,Volcanion,Corviknight,Landorus-Therian,Tornadus-Therian
Tyranitar,Tornadus-Therian,Landorus-Therian,Zeraora,Slowbro,Scizor
Ninetales-Alola,Arctozolt,Volcanion,Corviknight,Landorus-Therian,Tornadus-Therian
Zapdos-Galar,Heatran,Bisharp,Zeraora,Landorus-Therian,Toxapex
Ninetales-Alola,Arctozolt,Volcanion,Corviknight,Landorus-Therian,Tornadus-Therian
Slurpuff,Tapu Fini,Nidoking,Mamoswine,Mew,Conkeldurr
Ninetales-Alola,Arctozolt,Volcanion,Corviknight,Landorus-Therian,Tornadus-Therian
Pelipper,Scizor,Magnezone,Kingdra,Barraskewda,Seismitoad
Ninetales-Alola,Arctozolt,Volcanion,Corviknight,Landorus-Therian,Tornadus-Therian
Dragapult,Blissey,Rotom-Heat,Toxapex,Ditto,Ferrothorn
Kartana,Weavile,Landorus-Therian,Rillaboom,Hawlucha,Heatran
Ninetales-Alola,Arctozolt,Volcanion,Corviknight,Landorus-Therian,Tornadus-Therian
Xurkitree,Dragapult,Landorus-Therian,Buzzwole,Blissey,Rotom-Heat
Ninetales-Alola,Heatran,Dragapult,Scizor,Garchomp,Cloyster
Hippowdon,Tapu Lele,Zarude-Dada,Corviknight,Dragapult,Toxapex
Landorus-Therian,Tapu Koko,Hawlucha,Dragapult,Volcarona,Weavile
Zapdos-Galar,Zeraora,Garchomp,Ferrothorn,Tornadus-Therian,Tapu Fini
Espeon,Buzzwole,Corviknight,Quagsire,Blissey,Toxapex
Zapdos-Galar,Zeraora,Garchomp,Ferrothorn,Tornadus-Therian,Tapu Fini
Cobalion,Tornadus,Victini,Keldeo-Resolute,Landorus-Therian,Hydreigon
Blissey,Corviknight,Toxapex,Gastrodon,Shedinja,Clefable
Kommo-o,Moltres-Galar,Mew,Melmetal,Tapu Koko,Hawlucha
Cobalion,Tornadus,Victini,Keldeo-Resolute,Landorus-Therian,Hydreigon
Kartana,Nihilego,Necrozma,Blacephalon,Zeraora,Kommo-o
Tornadus-Therian,Slowbro,Excadrill,Ferrothorn,Tyranitar,Tapu Lele
Cobalion,Tornadus,Victini,Keldeo-Resolute,Landorus-Therian,Hydreigon
Weavile,Crawdaunt,Dragapult,Landorus-Therian,Heatran,Toxapex
Ninetales-Alola,Blaziken,Jirachi,Landorus-Therian,Moltres-Galar,Cloyster
Cobalion,Tornadus,Victini,Keldeo-Resolute,Landorus-Therian,Hydreigon
Cobalion,Tornadus,Victini,Keldeo-Resolute,Landorus-Therian,Hydreigon
Blaziken,Metagross,Arctozolt,Ninetales-Alola,Urshifu-*,Garchomp
Pelipper,Barraskewda,Scizor,Tapu Koko,Hawlucha,Landorus-Therian
Virizion,Krookodile,Sigilyph,Druddigon,Thundurus,Unfezant
Garchomp,Aegislash,Toxapex,Zapdos,Avalugg,Rillaboom
Virizion,Krookodile,Sigilyph,Druddigon,Thundurus,Unfezant
Tapu Koko,Garchomp,Tornadus-Therian,Conkeldurr,Blissey,Melmetal
Hippowdon,Skarmory,Toxapex,Clefable,Tornadus-Therian,Scizor
Tapu Koko,Garchomp,Tornadus-Therian,Conkeldurr,Blissey,Melmetal
Tapu Koko,Melmetal,Ferrothorn,Landorus-Therian,Nihilego,Latios
Pelipper,Barraskewda,Regieleki,Tapu Lele,Landorus-Therian,Ferrothorn
Clefable,Corviknight,Garchomp,Toxapex,Slowking,Buzzwole
Weavile,Ninetales-Alola,Landorus-Therian,Cloyster,Dragapult,Kartana
Slowking,Weavile,Heatran,Landorus-Therian,Zeraora,Corviknight
Mew,Volcarona,Dragapult,Cloyster,Garchomp,Bisharp
Swampert,Abomasnow,Corviknight,Arctozolt,Zapdos-Galar,Kyurem
Tapu Koko,Urshifu-*,Slowking-Galar,Mandibuzz,Ferrothorn,Landorus-Therian
Ninetales-Alola,Zeraora,Zarude,Bisharp,Togekiss,Necrozma
Tapu Koko,Urshifu-*,Slowking-Galar,Mandibuzz,Ferrothorn,Landorus-Therian
Blissey,Pelipper,Tornadus-Therian,Regieleki,Barraskewda,Excadrill
Regieleki,Regice,Registeel,Regirock,Regidrago,Regigigas
Aegislash,Tapu Fini,Nidoking,Persian-Alola,Zapdos,Garchomp
Chansey,Clefable,Skarmory,Toxapex,Ferrothorn,Hatterene
Magnezone,Landorus-Therian,Dragapult,Tapu Fini,Volcarona,Latias
Volcarona,Excadrill,Blaziken,Araquanid,Melmetal,Spectrier
Slowbro,Mandibuzz,Urshifu-*,Cinderace,Clefable,Nidoking
Regieleki,Gyarados,Regice,Hattrem,Corviknight,Garchomp
Slowbro,Landorus-Therian,Dragapult,Rillaboom,Zapdos,Heatran
Rotom-Heat,Tapu Fini,Tyranitar,Hydreigon,Buzzwole,Ferrothorn
Pelipper,Barraskewda,Regieleki,Tapu Lele,Landorus-Therian,Ferrothorn
Bisharp,Latios,Heatran,Landorus-Therian,Quagsire,Araquanid
Skarmory,Blissey,Dhelmise,Blacephalon,Urshifu-*,Dragapult
Tapu Fini,Ferrothorn,Metagross,Umbreon,Dragapult,Zapdos-Galar
Togekiss,Magnezone,Bronzong,Dragonite,Darmanitan,Weavile
Crawdaunt,Kingdra,Whimsicott,Butterfree,Gengar,Dragonite
Torkoal,Venusaur,Garchomp,Rhyperior,Victini,Landorus-Therian
Tyranitar,Melmetal,Skarmory,Mamoswine,Noivern,Aggron
Landorus-Therian,Dragapult,Ferrothorn,Heatran,Buzzwole,Bisharp
Moltres,Hydreigon,Blaziken,Volcanion,Zapdos,Mamoswine
Garchomp,Volcarona,Dragapult,Tyranitar,Clefable,Rotom-Wash
Garchomp,Volcarona,Skarmory,Tyranitar,Clefable,Rotom-Wash
Tapu Lele,Heatran,Buzzwole,Corviknight,Landorus-Therian,Keldeo-Resolute
Garchomp,Volcarona,Skarmory,Tyranitar,Clefable,Rotom-Wash
Marowak-Alola,Slowbro,Hatterene,Garchomp,Ferrothorn,Drampa
Garchomp,Slowking-Galar,Skarmory,Tapu Bulu,Primarina,Rotom-Wash
Landorus-Therian,Clefable,Tyranitar,Ferrothorn,Raichu-Alola,Tapu Koko
Rotom-Wash,Weavile,Landorus-Therian,Heatran,Tangrowth,Melmetal
Slowking-Galar,Dragonite,Heatran,Weavile,Tapu Fini,Excadrill
Rotom-Wash,Weavile,Landorus-Therian,Heatran,Tangrowth,Melmetal
Slowking-Galar,Dragonite,Heatran,Weavile,Tapu Fini,Excadrill
Slowking-Galar,Dragonite,Heatran,Clefable,Tapu Fini,Excadrill
Landorus-Therian,Tapu Koko,Hawlucha,Rillaboom,Latias,Tornadus-Therian
Tornadus-Therian,Garchomp,Heatran,Aegislash,Urshifu-*,Rillaboom
Tapu Lele,Kartana,Magnezone,Tornadus-Therian,Landorus-Therian,Toxapex
Tornadus-Therian,Garchomp,Heatran,Aegislash,Urshifu-*,Rillaboom
Kartana,Dragapult,Corviknight,Volcanion,Zapdos,Quagsire
Tornadus-Therian,Tapu Koko,Hippowdon,Urshifu-*,Heatran,Kartana
Clefable,Tornadus-Therian,Nidoking,Slowking,Urshifu-*,Ferrothorn
Mamoswine,Hawlucha,Obstagoon,Blacephalon,Rillaboom,Mew
Tornadus-Therian,Tapu Koko,Hippowdon,Urshifu-*,Heatran,Kartana
Rotom-Wash,Weavile,Landorus-Therian,Heatran,Tangrowth,Melmetal
Tornadus-Therian,Tapu Koko,Hippowdon,Urshifu-*,Heatran,Kartana
Tapu Koko,Tapu Lele,Nidoking,Rotom-Wash,Tapu Bulu,Heatran
Rotom-Wash,Weavile,Landorus-Therian,Heatran,Tangrowth,Melmetal
Ferrothorn,Tapu Koko,Raichu-Alola,Swampert,Mandibuzz,Urshifu-*
Tornadus-Therian,Garchomp,Heatran,Aegislash,Urshifu-*,Rillaboom
Tornadus-Therian,Garchomp,Heatran,Aegislash,Urshifu-*,Rillaboom
Rillaboom,Tornadus-Therian,Blaziken,Melmetal,Garchomp,Slowbro
Slowbro,Heatran,Kartana,Landorus-Therian,Zapdos-Galar,Blissey
Tornadus-Therian,Garchomp,Heatran,Aegislash,Urshifu-*,Rillaboom
Tapu Koko,Victini,Landorus-Therian,Tornadus-Therian,Rotom-Wash,Ferrothorn
Tornadus-Therian,Garchomp,Heatran,Aegislash,Urshifu-*,Rillaboom
Tornadus-Therian,Tapu Koko,Toxapex,Rillaboom,Heatran,Garchomp
Seismitoad,Primarina,Victini,Dragapult,Ferrothorn,Mandibuzz
Tapu Lele,Tyranitar,Excadrill,Ferrothorn,Zapdos,Urshifu-*
Tornadus-Therian,Garchomp,Heatran,Aegislash,Urshifu-*,Rillaboom
Tornadus-Therian,Garchomp,Heatran,Aegislash,Urshifu-*,Rillaboom
Necrozma,Tapu Lele,Urshifu-*,Tornadus-Therian,Landorus-Therian,Ferrothorn
Tyranitar,Slowbro,Buzzwole,Ferrothorn,Excadrill,Tornadus-Therian
Tornadus-Therian,Garchomp,Heatran,Aegislash,Urshifu-*,Rillaboom
Weavile,Tapu Lele,Kartana,Melmetal,Tornadus-Therian,Seismitoad
Tornadus-Therian,Garchomp,Heatran,Aegislash,Rotom-Wash,Rillaboom
Moltres-Galar,Skarmory,Clefable,Gastrodon-East,Dragonite,Tapu Koko
Tornadus-Therian,Garchomp,Heatran,Aegislash,Rotom-Wash,Rillaboom
Tapu Lele,Volcanion,Porygon2,Corviknight,Dragapult,Zeraora
Tornadus-Therian,Garchomp,Heatran,Aegislash,Rotom-Wash,Rillaboom
Tornadus-Therian,Garchomp,Heatran,Aegislash,Rotom-Wash,Rillaboom
Ninetales-Alola,Arctozolt,Tornadus-Therian,Swampert,Heatran,Slowbro
Dragonite,Clefable,Toxapex,Corviknight,Quagsire,Chansey
Tornadus-Therian,Garchomp,Heatran,Aegislash,Rotom-Wash,Rillaboom
Tornadus-Therian,Garchomp,Heatran,Aegislash,Rotom-Wash,Rillaboom
Hippowdon,Corviknight,Toxapex,Clefable,Tornadus-Therian,Blissey
Tornadus-Therian,Garchomp,Heatran,Aegislash,Rotom-Wash,Rillaboom
Tyranitar,Toxapex,Excadrill,Rotom-Wash,Clefable,Skarmory
Tornadus-Therian,Garchomp,Heatran,Crawdaunt,Toxapex,Rillaboom
Landorus-Therian,Tapu Fini,Heatran,Weavile,Kartana,Zeraora
Victini,Ferrothorn,Dragonite,Landorus-Therian,Dragapult,Clefable
Tornadus-Therian,Garchomp,Heatran,Crawdaunt,Toxapex,Rillaboom
Tornadus-Therian,Garchomp,Heatran,Tyranitar,Toxapex,Rillaboom
Salamence,Tyranitar,Scolipede,Gastrodon-East,Corviknight,Ninetales-Alola
Tyranitar,Excadrill,Ferrothorn,Buzzwole,Slowbro,Tornadus-Therian
Tornadus-Therian,Garchomp,Heatran,Tyranitar,Toxapex,Rillaboom
Tornadus-Therian,Garchomp,Heatran,Tyranitar,Pelipper,Rillaboom
Tapu Lele,Kartana,Dragapult,Landorus-Therian,Ferrothorn,Zapdos
Zapdos,Tyranitar,Landorus-Therian,Excadrill,Clefable,Ferrothorn
Tornadus-Therian,Garchomp,Heatran,Tyranitar,Buzzwole,Tapu Bulu
Kartana,Slowking-Galar,Tapu Bulu,Tornadus-Therian,Heatran,Garchomp
Tyranitar,Rotom-Wash,Ferrothorn,Excadrill,Dragapult,Clefable
Vanilluxe,Rapidash,Nidoking,Rotom-Wash,Mandibuzz,Tapu Bulu
Rotom-Wash,Tyranitar,Excadrill,Tangrowth,Mew,Melmetal
Vanilluxe,Politoed,Frosmoth,Rotom-Wash,Mandibuzz,Tapu Bulu
Celesteela,Silvally-*,Kartana,Heatran,Dragapult,Rillaboom
Blissey,Landorus-Therian,Volcarona,Hydreigon,Primarina,Cobalion
Aegislash,Rhyperior,Mandibuzz,Keldeo-Resolute,Tapu Bulu,Crawdaunt
Metagross,Mew,Grimmsnarl,Volcarona,Garchomp,Bisharp
Magneton,Slowbro-Galar,Excadrill,Hippowdon,Rotom-Wash,Mandibuzz
Magneton,Slowbro-Galar,Excadrill,Hippowdon,Rotom-Wash,Mandibuzz
Hawlucha,Kommo-o,Tapu Lele,Kartana,Bisharp,Volcarona
Tapu Koko,Hawlucha,Mew,Blacephalon,Slowbro-Galar,Bisharp
Magneton,Slowbro-Galar,Excadrill,Hippowdon,Rotom-Wash,Mandibuzz
Magneton,Tangrowth,Excadrill,Hippowdon,Rotom-Wash,Mandibuzz
Landorus-Therian,Slowbro,Umbreon,Dragonite,Corviknight,Tapu Koko
Gastrodon,Corviknight,Toxapex,Zapdos,Blissey,Clefable
Crawdaunt,Tangrowth,Nidoking,Aegislash,Rotom-Wash,Mandibuzz
Tapu Lele,Blacephalon,Magnezone,Slowbro,Landorus-Therian,Mandibuzz
Primarina,Tangrowth,Excadrill,Aegislash,Rotom-Heat,Mandibuzz
Tyranitar,Excadrill,Alakazam,Clefable,Tangrowth,Zapdos
Primarina,Tangrowth,Excadrill,Aegislash,Rotom-Heat,Mandibuzz
Primarina,Tangrowth,Hippowdon,Aegislash,Rotom-Heat,Mandibuzz
Corviknight,Tyranitar,Tapu Lele,Dragapult,Nidoking,Hawlucha
Landorus-Therian,Melmetal,Kartana,Dragapult,Garchomp,Blissey
Conkeldurr,Slowking,Mandibuzz,Crawdaunt,Gastrodon-East,Aegislash
Conkeldurr,Slowking,Mandibuzz,Crawdaunt,Gastrodon-East,Aegislash
Landorus-Therian,Tapu Koko,Clefable,Ferrothorn,Heatran,Kartana
Politoed,Hatterene,Moltres,Crawdaunt,Gastrodon,Mandibuzz
Dragapult,Ferrothorn,Heatran,Nidoking,Tapu Lele,Landorus-Therian
Jirachi,Toxicroak,Zapdos,Zygarde-10%,Tyranitar,Rillaboom
Aegislash,Rhyperior,Mandibuzz,Keldeo-Resolute,Tapu Bulu,Primarina
Seaking,Corviknight,Tapu Lele,Heatran,Tangrowth,Dragapult
Gastrodon,Corviknight,Heatran,Dragapult,Rillaboom,Melmetal
Registeel,Mew,Regieleki,Zapdos-Galar,Lopunny,Xatu
Gastrodon,Corviknight,Heatran,Dragapult,Rillaboom,Melmetal
Magnezone,Volcarona,Rillaboom,Landorus-Therian,Kartana,Urshifu-*
Skarmory,Slowking,Urshifu-*,Zeraora,Heatran,Rillaboom
Hydreigon,Urshifu-*,Tapu Koko,Corviknight,Slowking-Galar,Hippowdon
Jirachi,Clefable,Gyarados,Garchomp,Buzzwole,Latios
Blaziken,Rotom-Wash,Ninetales-Alola,Melmetal,Swampert,Tornadus-Therian
Rotom-Wash,Weavile,Landorus-Therian,Heatran,Tangrowth,Melmetal
Rotom-Wash,Weavile,Landorus-Therian,Heatran,Tangrowth,Melmetal
Heatran,Toxapex,Mew,Landorus-Therian,Zapdos,Garchomp
Ferrothorn,Tornadus-Therian,Slowking,Urshifu-*,Porygon-Z,Landorus-Therian
Heatran,Toxapex,Mew,Landorus-Therian,Zapdos,Garchomp
Heatran,Tapu Koko,Dhelmise,Landorus-Therian,Weezing-Galar,Slowbro
Tapu Koko,Blissey,Skarmory,Blacephalon,Slowking-Galar,Garchomp
Gengar,Celesteela,Urshifu-*,Krookodile,Volcarona,Tapu Fini
Rotom-Wash,Weavile,Landorus-Therian,Heatran,Tangrowth,Melmetal
Porygon-Z,Victini,Tyranitar,Clefable,Excadrill,Salamence
Rotom-Wash,Weavile,Landorus-Therian,Heatran,Tangrowth,Melmetal
Porygon-Z,Victini,Tyranitar,Clefable,Excadrill,Salamence
Rotom-Wash,Weavile,Landorus-Therian,Heatran,Tangrowth,Melmetal
Rotom-Wash,Weavile,Landorus-Therian,Heatran,Tangrowth,Melmetal
Blaziken,Tapu Lele,Garchomp,Excadrill,Torkoal,Dragonite
Rotom-Wash,Weavile,Landorus-Therian,Heatran,Tangrowth,Melmetal
Dhelmise,Clefable,Tapu Lele,Zapdos,Urshifu-*,Garchomp
Dhelmise,Clefable,Tapu Lele,Zapdos,Urshifu-*,Garchomp
Torkoal,Kartana,Dragapult,Heatran,Landorus-Therian,Clefable
Dhelmise,Obstagoon,Clefable,Tapu Lele,Zapdos,Steelix
Rotom-Wash,Weavile,Landorus-Therian,Heatran,Tangrowth,Melmetal
Golisopod,Melmetal,Tyranitar,Zapdos,Seismitoad,Tapu Bulu
Pelipper,Ferrothorn,Zapdos,Barraskewda,Volcanion,Seismitoad
Regieleki,Garchomp,Weavile,Tapu Fini,Tapu Bulu,Froslass
Rotom-Wash,Weavile,Landorus-Therian,Heatran,Tangrowth,Melmetal
Rotom-Wash,Weavile,Landorus-Therian,Heatran,Tangrowth,Melmetal
Regieleki,Articuno-Galar,Garchomp,Weavile,Tapu Fini,Slowking-Galar
Rotom-Wash,Weavile,Landorus-Therian,Heatran,Tangrowth,Melmetal
Metagross,Rillaboom,Moltres,Tapu Lele,Landorus-Therian,Tyranitar
