pokedex_number,name,generation,classfication,abilities,height_m,weight_kg,type1,type2,base_total,hp,attack,defense,sp_attack,sp_defense,speed,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fighting,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,capture_rate,base_egg_steps,base_happiness,is_legendary,is_mythical,is_mega
778,Mimikyu,7,Disguise Pokemon,['Disguise'],0.20000000000000001,0.69999999999999984,Ghost,Fairy,476,55,90,80,50,105,96,0.25,1,0,1,1,0,1,1,2,1,1,1,0,1,1,1,2,1,45,5140,70,0,0,0
779,Bruxish,7,Gnash Teeth Pokemon,"['Dazzling', 'Strong Jaw', 'Wonder Skin']",0.90000000000000002,19,Water,Psychic,475,68,105,70,70,70,92,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,80,3855,70,0,0,0
780,Drampa,7,Placid Pokemon,"['Berserk', 'Sap Sipper', 'Cloud Nine']",3,185,Normal,Dragon,485,78,60,85,135,91,36,1,1,2,0.5,2,2,0.5,1,0,0.5,1,2,1,1,1,1,1,0.5,70,5140,70,0,0,0
781,Dhelmise,7,Sea Creeper Pokemon,['Steelworker'],3.8999999999999999,210,Ghost,Grass,517,70,131,100,86,90,40,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,25,6425,70,0,0,0
782,Jangmo-o,7,Scaly Pokemon,"['Bulletproof', 'Soundproof', 'Overcoat']",0.59999999999999987,29.699999999999999,Dragon,,300,45,55,65,45,45,45,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,45,10280,70,0,0,0
783,Hakamo-o,7,Scaly Pokemon,"['Bulletproof', 'Soundproof', 'Overcoat']",1.2,47,Dragon,Fighting,420,55,75,90,65,70,65,0.5,0.5,2,0.5,4,1,0.5,2,1,0.5,1,2,1,1,2,0.5,1,0.5,45,10280,70,0,0,0
784,Kommo-o,7,Scaly Pokemon,"['Bulletproof', 'Soundproof', 'Overcoat']",1.6000000000000001,78.200000000000003,Dragon,Fighting,600,75,110,125,100,105,85,0.5,0.5,2,0.5,4,1,0.5,2,1,0.5,1,2,1,1,2,0.5,1,0.5,45,10280,70,0,0,0
785,Tapu-Koko,7,Land Spirit Pokemon,"['Electric Surge', 'Telepathy']",1.8,20.5,Electric,Fairy,570,70,115,85,95,75,130,0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,3,3855,70,1,0,0
786,Tapu-Lele,7,Land Spirit Pokemon,"['Psychic Surge', 'Telepathy']",1.2,18.600000000000001,Psychic,Fairy,570,70,85,75,130,115,95,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,3,3855,70,1,0,0
787,Tapu-Bulu,7,Land Spirit Pokemon,"['Grassy Surge', 'Telepathy']",1.8999999999999999,45.5,Grass,Fairy,570,70,130,115,85,95,75,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,3,3855,70,1,0,0
788,Tapu-Fini,7,Land Spirit Pokemon,"['Misty Surge', 'Telepathy']",1.3,21.199999999999999,Water,Fairy,570,70,75,115,95,130,85,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,3,3855,70,1,0,0
789,Cosmog,7,Nebula Pokemon,['Unaware'],0.20000000000000001,0.10000000000000001,Psychic,,200,43,29,31,29,31,37,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,45,30840,0,1,0,0
790,Cosmoem,7,Protostar Pokemon,['Sturdy'],0.10000000000000001,999.89999999999998,Psychic,,400,43,29,131,29,131,37,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,45,30840,0,1,0,0
791,Solgaleo,7,Sunne Pokemon,['Full Metal Body'],3.3999999999999999,230,Psychic,Steel,680,137,137,107,113,89,97,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,45,30840,0,1,0,0
792,Lunala,7,Moone Pokemon,['Shadow Shield'],4,120,Psychic,Ghost,680,137,113,89,137,107,97,1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,45,30840,0,1,0,0
793,Nihilego,7,Parasite Pokemon,['Beast Boost'],1.2,55.5,Rock,Poison,570,109,53,47,127,131,103,0.5,1,1,1,0.5,1,0.5,0.5,1,1,4,1,0.5,0.25,2,1,2,2,45,30840,0,0,0,0
794,Buzzwole,7,Swollen Pokemon,['Beast Boost'],2.3999999999999999,333.60000000000002,Bug,Fighting,570,107,139,139,53,53,79,0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,45,30840,0,0,0,0
795,Pheromosa,7,Lissome Pokemon,['Beast Boost'],1.8,25,Bug,Fighting,570,71,137,37,137,37,151,0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,45,30840,0,0,0,0
796,Xurkitree,7,Glowing Pokemon,['Beast Boost'],3.7999999999999998,100,Electric,,570,83,89,71,173,71,83,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,45,30840,0,0,0,0
797,Celesteela,7,Launch Pokemon,['Beast Boost'],9.1999999999999993,999.89999999999998,Steel,Flying,570,97,101,103,107,101,61,0.25,1,0.5,2,0.5,1,2,0.5,1,0.25,0,1,0.5,0,0.5,1,0.5,1,45,30840,0,0,0,0
798,Kartana,7,Drawn Sword Pokemon,['Beast Boost'],0.29999999999999988,0.10000000000000001,Grass,Steel,570,59,181,131,59,31,109,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,45,30840,0,0,0,0
799,Guzzlord,7,Junkivore Pokemon,['Beast Boost'],5.5,888,Dark,Dragon,570,223,101,53,97,53,43,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,45,30840,0,0,0,0
800,Necrozma,7,Prism Pokemon,['Prism Armor'],2.3999999999999999,230,Psychic,,600,97,107,101,127,89,79,1.5,1.5,1,1,1,0.5,1,1,1.5,1,1,1,1,1,0.5,1,1,1,255,30840,0,1,0,0
800,Necrozma-Duskmane,7,Prism Pokemon,['Prism Armor'],3.7999999999999998,460,Psychic,Steel,680,97,157,127,113,109,77,1,1.5,0.5,1,0.5,1,1.5,0.5,1.5,0.5,1.5,0.5,0.5,0,0.25,0.5,0.5,1,3,30840,0,1,0,0
800,Necrozma-Dawnwings,7,Prism Pokemon,['Prism Armor'],4.2000000000000002,350,Psychic,Ghost,680,97,113,109,157,127,77,1,3,1,1,1,0,1,1,3,1,1,1,0,0.5,0.5,1,1,1,3,30840,0,1,0,0
800,Necrozma-Ultra,7,Prism Pokemon,['Neuroforce'],7.5,230,Psychic,Dragon,754,97,167,97,167,97,129,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,3,30840,0,1,0,0
801,Magearna,7,Artificial Pokemon,['Soul-Heart'],1,80.5,Steel,Fairy,600,80,95,115,130,115,65,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,3,30840,0,0,1,0
802,Marshadow,7,Gloomdweller Pokemon,['Technician'],0.69999999999999984,22.199999999999999,Fighting,Ghost,600,90,125,80,90,90,125,0.25,1,1,1,2,0,1,2,2,1,1,1,0,0.5,2,0.5,1,1,3,30840,0,0,1,0
803,Poipole,7,Poison Pin Pokemon,['Beast Boost'],0.59999999999999987,1.8,Poison,,420,67,73,67,73,67,73,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,45,30840,0,0,0,0
804,Naganadel,7,Poison Pin Pokemon,['Beast Boost'],3.6000000000000001,150,Poison,Dragon,540,73,73,73,127,73,121,0.5,1,2,0.5,1,0.5,0.5,1,1,0.25,2,2,1,0.5,2,1,1,0.5,45,30840,0,0,0,0
805,Stakataka,7,Rampart Pokemon,['Beast Boost'],5.5,820,Rock,Steel,570,61,131,211,53,101,13,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,30,30840,0,0,0,0
806,Blacephalon,7,Fireworks Pokemon,['Beast Boost'],1.8,13,Fire,Ghost,570,53,127,53,151,79,107,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,30,30840,0,0,0,0
807,Zeraora,7,Thunderclap Pokemon,['Volt Absorb'],1.5,44.5,Electric,,600,88,112,75,102,80,143,1,1,1,0,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,3,30840,0,0,1,0
808,Meltan,7,Hex Nut Pokemon,['Magnet Pull'],0.20000000000000001,8,Steel,,300,46,65,65,55,35,34,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,3,30840,0,0,1,0
809,Melmetal,7,Hex Nut Pokemon,['Iron Fist'],2.5,800,Steel,,600,135,143,143,80,65,34,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,3,30840,0,0,1,0
810,Grookey,8,Chimp Pokemon,"['Overgrow', 'Grassy Surge']",0.29999999999999988,5,Grass,,310,50,65,50,40,40,65,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,5140,50,0,0,0
811,Thwackey,8,Beat Pokemon,"['Overgrow', 'Grassy Surge']",0.69999999999999984,14,Grass,,420,70,85,70,55,60,80,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,5140,50,0,0,0
812,Rillaboom,8,Drummer Pokemon,"['Overgrow', 'Grassy Surge']",2.1000000000000001,90,Grass,,530,100,125,90,60,70,85,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,5140,50,0,0,0
813,Scorbunny,8,Rabbit Pokemon,"['Blaze', 'Libero']",0.29999999999999988,4.5,Fire,,310,50,71,40,40,40,69,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,45,5140,50,0,0,0
814,Raboot,8,Rabbit Pokemon,"['Blaze', 'Libero']",0.59999999999999987,9,Fire,,420,65,86,60,55,60,94,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,45,5140,50,0,0,0
815,Cinderace,8,Striker Pokemon,"['Blaze', 'Libero']",1.3999999999999999,33,Fire,,530,80,116,75,65,75,119,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,45,5140,50,0,0,0
816,Sobble,8,Water Lizard Pokemon,"['Torrent', 'Sniper']",0.29999999999999988,4,Water,,310,50,40,40,70,40,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,5140,50,0,0,0
817,Drizzile,8,Water lizard Pokemon,"['Torrent', 'Sniper']",0.69999999999999984,11.5,Water,,420,65,60,55,95,55,90,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,5140,50,0,0,0
818,Inteleon,8,Secret Agent Pokemon,"['Torrent', 'Sniper']",1.8999999999999999,45.200000000000003,Water,,530,70,85,65,125,65,120,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,5140,50,0,0,0
819,Skwovet,8,Cheeky Pokemon,"['Cheek Pouch', 'Gluttony']",0.29999999999999988,2.5,Normal,,275,70,55,55,35,35,25,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,255,5140,50,0,0,0
820,Greedent,8,Greedy Pokemon,"['Cheek Pouch', 'Gluttony']",0.59999999999999987,6,Normal,,460,120,95,95,55,75,20,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,90,5140,50,0,0,0
821,Rookidee,8,Tiny Bird Pokemon,"['Keen Eye', 'Unnerve', 'Big Pecks']",0.20000000000000001,1.8,Flying,,245,38,47,35,33,35,57,0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1,255,3855,50,0,0,0
822,Corvisquire,8,Raven Pokemon,"['Keen Eye', 'Unnerve', 'Big Pecks']",0.80000000000000004,16,Flying,,365,68,67,55,43,55,77,0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1,120,3855,50,0,0,0
823,Corviknight,8,Raven Pokemon,"['Pressure', 'Unnerve', 'Mirror Armor']",2.2000000000000002,75,Flying,Steel,495,98,87,105,53,85,67,0.25,1,0.5,2,0.5,1,2,0.5,1,0.25,0,1,0.5,0,0.5,1,0.5,1,45,3855,50,0,0,0
824,Blipbug,8,Larva Pokemon,"['Swarm', 'Compound Eyes', 'Telepathy']",0.40000000000000002,8,Bug,,180,25,20,20,25,45,45,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,255,3855,50,0,0,0
825,Dottler,8,Radome Pokemon,"['Swarm', 'Compound Eyes', 'Telepathy']",0.40000000000000002,19.5,Bug,Psychic,335,50,35,80,50,90,30,2,2,1,1,1,0.25,2,2,2,0.5,0.5,1,1,1,0.5,2,1,1,120,3855,50,0,0,0
826,Orbeetle,8,Seven Spot Pokemon,"['Swarm', 'Frisk', 'Telepathy']",0.40000000000000002,40.799999999999997,Bug,Psychic,505,60,45,110,80,120,90,2,2,1,1,1,0.25,2,2,2,0.5,0.5,1,1,1,0.5,2,1,1,45,3855,50,0,0,0
827,Nickit,8,Fox Pokemon,"['Run Away', 'Unburden', 'Stakeout']",0.59999999999999987,8.9000000000000004,Dark,,245,40,28,28,47,52,50,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,255,3855,50,0,0,0
828,Thievul,8,Fox Pokemon,"['Run Away', 'Unburden', 'Stakeout']",1.2,19.899999999999999,Dark,,455,70,58,58,87,92,90,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,127,3855,50,0,0,0
829,Gossifleur,8,Flowering Pokemon,"['Cotton Down', 'Regenerator', 'Effect Spore']",0.40000000000000002,2.2000000000000002,Grass,,250,40,40,60,40,60,10,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,190,5140,50,0,0,0
830,Eldegoss,8,Cotton Bloom Pokemon,"['Cotton Down', 'Regenerator', 'Effect Spore']",0.5,2.5,Grass,,460,60,50,90,80,120,60,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,75,5140,50,0,0,0
831,Wooloo,8,Sheep Pokemon,"['Fluffy', 'Run Away', 'Bulletproof']",0.59999999999999987,6,Normal,,270,42,40,55,40,45,48,1,1,1,1,1,2,2,1,0,1,1,1,1,1,1,1,1,1,255,3855,50,0,0,0
832,Dubwool,8,Sheep Pokemon,"['Fluffy', 'Steadfast', 'Bulletproof']",1.3,43,Normal,,490,72,80,100,60,90,88,1,1,1,1,1,2,2,1,0,1,1,1,1,1,1,1,1,1,127,3855,50,0,0,0
833,Chewtle,8,Snapping Pokemon,"['Strong Jaw', 'Shell Armor', 'Swift Swim']",0.29999999999999988,8.5,Water,,284,50,64,50,38,38,44,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,255,5140,50,0,0,0
834,Drednaw,8,Bite Pokemon,"['Strong Jaw', 'Shell Armor', 'Swift Swim']",1,115.5,Water,Rock,485,90,115,90,48,68,74,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,75,5140,50,0,0,0
835,Yamper,8,Puppy Pokemon,"['Ball Fetch', 'Rattled']",0.29999999999999988,13.5,Electric,,270,59,45,50,40,50,26,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,255,5140,50,0,0,0
836,Boltund,8,Dog Pokemon,"['Strong Jaw', 'Competitive']",1,34,Electric,,490,69,90,60,90,60,121,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,45,5140,50,0,0,0
837,Rolycoly,8,Coal Pokemon,"['Steam Engine', 'Heatproof', 'Flash Fire']",0.29999999999999988,12,Rock,,240,30,40,50,40,50,30,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,255,3855,50,0,0,0
838,Carkol,8,Coal Pokemon,"['Steam Engine', 'Flame Body', 'Flash Fire']",1.1000000000000001,78,Rock,Fire,410,80,60,90,60,70,50,0.5,1,1,1,0.5,2,0.25,0.5,1,1,4,0.5,0.5,0.5,1,2,1,4,120,3855,50,0,0,0
839,Coalossal,8,Coal Pokemon,"['Steam Engine', 'Flame Body', 'Flash Fire']",2.7999999999999998,310.5,Rock,Fire,510,110,80,120,80,90,30,0.5,1,1,1,0.5,2,0.25,0.5,1,1,4,0.5,0.5,0.5,1,2,1,4,45,3855,50,0,0,0
840,Applin,8,Apple Core Pokemon,"['Ripen', 'Gluttony', 'Bulletproof']",0.20000000000000001,0.5,Grass,Dragon,260,40,40,80,40,40,20,2,1,2,0.25,2,1,1,2,1,0.25,0.5,4,1,2,1,1,1,0.25,255,5140,50,0,0,0
841,Flapple,8,Apple Wing Pokemon,"['Ripen', 'Gluttony', 'Hustle']",0.29999999999999988,1,Grass,Dragon,485,70,110,80,95,60,70,2,1,2,0.25,2,1,1,2,1,0.25,0.5,4,1,2,1,1,1,0.25,45,5140,50,0,0,0
842,Appletun,8,Apple Nectar Pokemon,"['Ripen', 'Gluttony', 'Thick Fat']",0.40000000000000002,13,Grass,Dragon,485,110,85,80,100,80,30,2,1,2,0.25,2,1,1,2,1,0.25,0.5,4,1,2,1,1,1,0.25,45,5140,50,0,0,0
843,Silicobra,8,Sand Snake Pokemon,"['Sand Spit', 'Shed Skin', 'Sand Veil']",2.2000000000000002,7.5999999999999988,Ground,,315,52,57,75,35,50,46,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,255,5140,50,0,0,0
844,Sandaconda,8,Sand Snake Pokemon,"['Sand Spit', 'Shed Skin', 'Sand Veil']",3.7999999999999998,65.5,Ground,,510,72,107,125,65,70,71,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,120,5140,50,0,0,0
845,Cramorant,8,Gulp Pokemon,['Gulp Missile'],0.80000000000000004,18,Flying,Water,475,70,85,55,85,95,85,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,45,5140,50,0,0,0
846,Arrokuda,8,Rush Pokemon,"['Swift Swim', 'Propeller Tail']",0.5,1,Water,,280,41,63,40,40,30,66,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,255,5140,50,0,0,0
847,Barraskewda,8,Skewer Pokemon,"['Swift Swim', 'Propeller Tail']",1.3,30,Water,,490,61,123,60,60,50,136,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,60,5140,50,0,0,0
848,Toxel,8,Baby Pokemon,"['Rattled', 'Static', 'Klutz']",0.40000000000000002,11,Electric,Poison,242,40,38,35,54,35,40,0.5,1,1,0.5,0.5,0.5,1,0.5,1,0.5,4,1,1,0.5,2,1,0.5,1,75,6425,50,0,0,0
849,Toxtricity-Low-Key,8,Punk Pokemon,"['Punk Rock', 'Minus', 'Technician']",1.6000000000000001,40,Electric,Poison,502,75,98,70,114,70,75,0.5,1,1,0.5,0.5,0.5,1,0.5,1,0.5,4,1,1,0.5,2,1,0.5,1,45,6425,50,0,0,0
849,Toxtricity,8,Punk Pokemon,"['Punk Rock', 'Plus', 'Technician']",1.6000000000000001,40,Electric,Poison,502,75,98,70,114,70,75,0.5,1,1,0.5,0.5,0.5,1,0.5,1,0.5,4,1,1,0.5,2,1,0.5,1,45,6425,50,0,0,0
850,Sizzlipede,8,Radiator Pokemon,"['Flash Fire', 'White Smoke', 'Flame Body']",0.69999999999999984,1,Fire,Bug,305,50,65,45,50,50,45,0.5,1,1,1,0.5,0.5,0,2,1,0.25,1,0.5,1,1,1,4,0.5,2,190,5140,50,0,0,0
851,Centiskorch,8,Radiator Pokemon,"['Flash Fire', 'White Smoke', 'Flame Body']",3,120,Fire,Bug,525,100,115,65,90,90,65,0.5,1,1,1,0.5,0.5,0,2,1,0.25,1,0.5,1,1,1,4,0.5,2,75,5140,50,0,0,0
852,Clobbopus,8,Tantrum Pokemon,"['Limber', 'Technician']",0.59999999999999987,4,Fighting,,310,50,68,60,50,50,32,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,180,6425,50,0,0,0
853,Grapploct,8,Tantrum Pokemon,"['Limber', 'Technician']",1.6000000000000001,39,Fighting,,480,80,118,90,70,80,42,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,45,6425,50,0,0,0
854,Sinistea,8,Black Tea Pokemon,"['Weak Armor', 'Cursed Body']",0.10000000000000001,0.20000000000000001,Ghost,,308,40,45,45,74,54,50,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,120,5140,50,0,0,0
855,Polteageist,8,Black Tea Pokemon,"['Weak Armor', 'Cursed Body']",0.20000000000000001,0.40000000000000002,Ghost,,508,60,65,65,134,114,70,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,60,5140,50,0,0,0
856,Hatenna,8,Calm Pokemon,"['Healer', 'Anticipation', 'Magic Bounce']",0.40000000000000002,3.3999999999999999,Psychic,,265,42,30,45,56,53,39,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,235,5140,50,0,0,0
857,Hattrem,8,Serene Pokemon,"['Healer', 'Anticipation', 'Magic Bounce']",0.59999999999999987,4.7999999999999998,Psychic,,370,57,40,65,86,73,49,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,120,5140,50,0,0,0
858,Hatterene,8,Silent Pokemon,"['Healer', 'Anticipation', 'Magic Bounce']",2.1000000000000001,5,Psychic,Fairy,510,57,90,95,136,103,29,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,45,5140,50,0,0,0
859,Impidimp,8,Wily Pokemon,"['Prankster', 'Frisk', 'Pickpocket']",0.40000000000000002,5.5,Dark,Fairy,265,45,45,30,55,40,50,1,0.25,0,1,2,1,1,1,0.5,1,1,1,1,2,0,1,2,1,255,5140,50,0,0,0
860,Morgrem,8,Devious Pokemon,"['Prankster', 'Frisk', 'Pickpocket']",0.80000000000000004,12.5,Dark,Fairy,370,65,60,45,75,55,70,1,0.25,0,1,2,1,1,1,0.5,1,1,1,1,2,0,1,2,1,120,5140,50,0,0,0
861,Grimmsnarl,8,Bulk Up Pokemon,"['Prankster', 'Frisk', 'Pickpocket']",1.5,61,Dark,Fairy,510,95,120,65,95,75,60,1,0.25,0,1,2,1,1,1,0.5,1,1,1,1,2,0,1,2,1,45,5140,50,0,0,0
862,Obstagoon,8,Blocking Pokemon,"['Reckless', 'Guts', 'Defiant']",1.6000000000000001,46,Dark,Normal,520,93,90,101,60,81,95,2,0.5,1,1,2,4,1,1,0,1,1,1,1,1,0,1,1,1,45,3855,50,0,0,0
863,Perrserker,8,Viking Pokemon,"['Battle Armor', 'Tough Claws', 'Steely Spirit']",0.80000000000000004,28,Steel,,440,70,110,100,50,60,50,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,90,5140,50,0,0,0
864,Cursola,8,Coral Pokemon,"['Weak Armor', 'Perish Body']",1,0.40000000000000002,Ghost,,510,60,95,50,145,130,30,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,30,5140,50,0,0,0
865,Sirfetch'd,8,Wild Duck Pokemon,"['Steadfast', 'Scrappy']",0.80000000000000004,117,Fighting,,507,62,135,95,68,82,65,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,45,5140,50,0,0,0
866,Mr. Rime,8,Comedian Pokemon,"['Tangled Feet', 'Screen Cleaner', 'Ice Body']",1.5,58.200000000000003,Psychic,Ice,520,80,85,75,110,100,70,2,2,1,1,1,1,2,1,2,1,1,0.5,1,1,0.5,2,2,1,45,6425,50,0,0,0
867,Runerigus,8,Grudge Pokemon,['Wandering Spirit'],1.6000000000000001,66.599999999999994,Ground,Ghost,483,58,95,145,50,105,30,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,90,6425,50,0,0,0
868,Milcery,8,Cream Pokemon,"['Sweet Veil', 'Aroma Veil']",0.20000000000000001,0.29999999999999988,Fairy,,270,45,40,40,50,61,34,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,200,5140,50,0,0,0
869,Alcremie,8,Cream Pokemon,"['Sweet Veil', 'Aroma Veil']",0.29999999999999988,0.5,Fairy,,495,65,60,75,110,121,64,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,100,5140,50,0,0,0
870,Falinks,8,Formation Pokemon,"['Battle Armor', 'Defiant']",3,62,Fighting,,470,65,100,100,70,60,75,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,45,6425,50,0,0,0
871,Pincurchin,8,Sea Urchin Pokemon,"['Lightning Rod', 'Electric Surge']",0.29999999999999988,1,Electric,,435,48,101,95,91,85,15,1,1,1,0,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,75,5140,50,0,0,0
872,Snom,8,Worm Pokemon,"['Shield Dust', 'Ice Scales']",0.29999999999999988,3.7999999999999998,Ice,Bug,185,30,25,35,45,30,20,1,1,1,1,1,1,4,2,1,0.5,0.5,0.5,1,1,1,4,2,1,190,5140,50,0,0,0
873,Frosmoth,8,Frost Moth Pokemon,"['Shield Dust', 'Ice Scales']",1.3,42,Ice,Bug,475,70,65,60,125,90,65,1,1,1,1,1,1,4,2,1,0.5,0.5,0.5,1,1,1,4,2,1,75,5140,50,0,0,0
874,Stonjourner,8,Big Rock Pokemon,['Power Spot'],2.5,520,Rock,,470,100,125,135,20,20,70,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,60,6425,50,0,0,0
875,Eiscue,8,Penguin Pokemon,['Ice Face'],1.3999999999999999,89,Ice,,470,75,80,110,65,90,50,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,60,6425,50,0,0,0
875,Eiscue-NoIce ,8,Penguin Pokemon,['Ice Face'],1.3999999999999999,89,Ice,,470,75,80,70,65,50,130,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,60,6425,50,0,0,0
876,Indeedee,8,Emotion Pokemon,"['Inner Focus', 'Synchronize', 'Psychic Surge']",0.90000000000000002,28,Psychic,Normal,475,60,65,55,105,95,95,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,30,10280,140,0,0,0
876,Indeedee-F,8,Emotion Pokemon,"['Own Tempo', 'Synchronize', 'Psychic Surge']",0.90000000000000002,28,Psychic,Normal,475,70,55,65,95,105,85,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,30,10280,140,0,0,0
877,Morpeko,8,Two-Sided Pokemon,['Hunger Switch'],0.29999999999999988,3,Electric,Dark,436,58,95,58,70,58,97,2,0.5,1,0.5,2,2,1,0.5,0.5,1,2,1,1,1,0,1,0.5,1,180,2570,50,0,0,0
