Pokémon,1º tipo,2º tipo,Sprite
Bounsweet,https://play.pokemonshowdown.com/sprites/types/Grass.png,-,https://play.pokemonshowdown.com/sprites/gen5/bounsweet.png
Steenee,https://play.pokemonshowdown.com/sprites/types/Grass.png,-,https://play.pokemonshowdown.com/sprites/gen5/steenee.png
Tsareena,https://play.pokemonshowdown.com/sprites/types/Grass.png,-,https://play.pokemonshowdown.com/sprites/gen5/tsareena.png
Comfey,https://play.pokemonshowdown.com/sprites/types/Fairy.png,-,https://play.pokemonshowdown.com/sprites/gen5/comfey.png
Oranguru,https://play.pokemonshowdown.com/sprites/types/Normal.png,https://play.pokemonshowdown.com/sprites/types/Psychic.png,https://play.pokemonshowdown.com/sprites/gen5/oranguru.png
Passimian,https://play.pokemonshowdown.com/sprites/types/Fighting.png,-,https://play.pokemonshowdown.com/sprites/gen5/passimian.png
Wimpod,https://play.pokemonshowdown.com/sprites/types/Bug.png,https://play.pokemonshowdown.com/sprites/types/Water.png,https://play.pokemonshowdown.com/sprites/gen5/wimpod.png
Golisopod,https://play.pokemonshowdown.com/sprites/types/Bug.png,https://play.pokemonshowdown.com/sprites/types/Water.png,https://play.pokemonshowdown.com/sprites/gen5/golisopod.png
Sandygast,https://play.pokemonshowdown.com/sprites/types/Ghost.png,https://play.pokemonshowdown.com/sprites/types/Ground.png,https://play.pokemonshowdown.com/sprites/gen5/sandygast.png
Palossand,https://play.pokemonshowdown.com/sprites/types/Ghost.png,https://play.pokemonshowdown.com/sprites/types/Ground.png,https://play.pokemonshowdown.com/sprites/gen5/palossand.png
Pyukumuku,https://play.pokemonshowdown.com/sprites/types/Water.png,-,https://play.pokemonshowdown.com/sprites/gen5/pyukumuku.png
Type: Null,https://play.pokemonshowdown.com/sprites/types/Normal.png,-,https://play.pokemonshowdown.com/sprites/gen5/typenull.png
Silvally,https://play.pokemonshowdown.com/sprites/types/Normal.png,-,https://play.pokemonshowdown.com/sprites/gen5/silvally.png
Silvally-Bug,https://play.pokemonshowdown.com/sprites/types/Bug.png,-,https://play.pokemonshowdown.com/sprites/gen5/silvally-bug.png
Silvally-Dark,https://play.pokemonshowdown.com/sprites/types/Dark.png,-,https://play.pokemonshowdown.com/sprites/gen5/silvally-dark.png
Silvally-Dragon,https://play.pokemonshowdown.com/sprites/types/Dragon.png,-,https://play.pokemonshowdown.com/sprites/gen5/silvally-dragon.png
Silvally-Electric,https://play.pokemonshowdown.com/sprites/types/Electric.png,-,https://play.pokemonshowdown.com/sprites/gen5/silvally-electric.png
Silvally-Fairy,https://play.pokemonshowdown.com/sprites/types/Fairy.png,-,https://play.pokemonshowdown.com/sprites/gen5/silvally-fairy.png
Silvally-Fighting,https://play.pokemonshowdown.com/sprites/types/Fighting.png,-,https://play.pokemonshowdown.com/sprites/gen5/silvally-fighting.png
Silvally-Fire,https://play.pokemonshowdown.com/sprites/types/Fire.png,-,https://play.pokemonshowdown.com/sprites/gen5/silvally-fire.png
Silvally-Flying,https://play.pokemonshowdown.com/sprites/types/Flying.png,-,https://play.pokemonshowdown.com/sprites/gen5/silvally-flying.png
Silvally-Ghost,https://play.pokemonshowdown.com/sprites/types/Ghost.png,-,https://play.pokemonshowdown.com/sprites/gen5/silvally-ghost.png
Silvally-Grass,https://play.pokemonshowdown.com/sprites/types/Grass.png,-,https://play.pokemonshowdown.com/sprites/gen5/silvally-grass.png
Silvally-Ground,https://play.pokemonshowdown.com/sprites/types/Ground.png,-,https://play.pokemonshowdown.com/sprites/gen5/silvally-ground.png
Silvally-Ice,https://play.pokemonshowdown.com/sprites/types/Ice.png,-,https://play.pokemonshowdown.com/sprites/gen5/silvally-ice.png
Silvally-Poison,https://play.pokemonshowdown.com/sprites/types/Poison.png,-,https://play.pokemonshowdown.com/sprites/gen5/silvally-poison.png
Silvally-Psychic,https://play.pokemonshowdown.com/sprites/types/Psychic.png,-,https://play.pokemonshowdown.com/sprites/gen5/silvally-psychic.png
Silvally-Rock,https://play.pokemonshowdown.com/sprites/types/Rock.png,-,https://play.pokemonshowdown.com/sprites/gen5/silvally-rock.png
Silvally-Steel,https://play.pokemonshowdown.com/sprites/types/Steel.png,-,https://play.pokemonshowdown.com/sprites/gen5/silvally-steel.png
Silvally-Water,https://play.pokemonshowdown.com/sprites/types/Water.png,-,https://play.pokemonshowdown.com/sprites/gen5/silvally-water.png
Minior,https://play.pokemonshowdown.com/sprites/types/Rock.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/minior.png
Minior-Meteor,https://play.pokemonshowdown.com/sprites/types/Rock.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/minior-meteor.png
Komala,https://play.pokemonshowdown.com/sprites/types/Normal.png,-,https://play.pokemonshowdown.com/sprites/gen5/komala.png
Turtonator,https://play.pokemonshowdown.com/sprites/types/Fire.png,https://play.pokemonshowdown.com/sprites/types/Dragon.png,https://play.pokemonshowdown.com/sprites/gen5/turtonator.png
Togedemaru,https://play.pokemonshowdown.com/sprites/types/Electric.png,https://play.pokemonshowdown.com/sprites/types/Steel.png,https://play.pokemonshowdown.com/sprites/gen5/togedemaru.png
Togedemaru-Totem,https://play.pokemonshowdown.com/sprites/types/Electric.png,https://play.pokemonshowdown.com/sprites/types/Steel.png,https://play.pokemonshowdown.com/sprites/gen5/togedemaru.png
Mimikyu,https://play.pokemonshowdown.com/sprites/types/Ghost.png,https://play.pokemonshowdown.com/sprites/types/Fairy.png,https://play.pokemonshowdown.com/sprites/gen5/mimikyu.png
Mimikyu-Busted,https://play.pokemonshowdown.com/sprites/types/Ghost.png,https://play.pokemonshowdown.com/sprites/types/Fairy.png,https://play.pokemonshowdown.com/sprites/gen5/mimikyu-busted.png
Mimikyu-Totem,https://play.pokemonshowdown.com/sprites/types/Ghost.png,https://play.pokemonshowdown.com/sprites/types/Fairy.png,https://play.pokemonshowdown.com/sprites/gen5/mimikyu.png
Mimikyu-Busted-Totem,https://play.pokemonshowdown.com/sprites/types/Ghost.png,https://play.pokemonshowdown.com/sprites/types/Fairy.png,https://play.pokemonshowdown.com/sprites/gen5/mimikyu-busted.png
Bruxish,https://play.pokemonshowdown.com/sprites/types/Water.png,https://play.pokemonshowdown.com/sprites/types/Psychic.png,https://play.pokemonshowdown.com/sprites/gen5/bruxish.png
Drampa,https://play.pokemonshowdown.com/sprites/types/Normal.png,https://play.pokemonshowdown.com/sprites/types/Dragon.png,https://play.pokemonshowdown.com/sprites/gen5/drampa.png
Dhelmise,https://play.pokemonshowdown.com/sprites/types/Ghost.png,https://play.pokemonshowdown.com/sprites/types/Grass.png,https://play.pokemonshowdown.com/sprites/gen5/dhelmise.png
Jangmo-o,https://play.pokemonshowdown.com/sprites/types/Dragon.png,-,https://play.pokemonshowdown.com/sprites/gen5/jangmo-o.png
Hakamo-o,https://play.pokemonshowdown.com/sprites/types/Dragon.png,https://play.pokemonshowdown.com/sprites/types/Fighting.png,https://play.pokemonshowdown.com/sprites/gen5/hakamoo.png
Kommo-o,https://play.pokemonshowdown.com/sprites/types/Dragon.png,https://play.pokemonshowdown.com/sprites/types/Fighting.png,https://play.pokemonshowdown.com/sprites/gen5/kommoo.png
Kommo-o-Totem,https://play.pokemonshowdown.com/sprites/types/Dragon.png,https://play.pokemonshowdown.com/sprites/types/Fighting.png,https://play.pokemonshowdown.com/sprites/gen5/kommoo.png
Tapu Koko,https://play.pokemonshowdown.com/sprites/types/Electric.png,https://play.pokemonshowdown.com/sprites/types/Fairy.png,https://play.pokemonshowdown.com/sprites/gen5/tapukoko.png
Tapu Lele,https://play.pokemonshowdown.com/sprites/types/Psychic.png,https://play.pokemonshowdown.com/sprites/types/Fairy.png,https://play.pokemonshowdown.com/sprites/gen5/tapulele.png
Tapu Bulu,https://play.pokemonshowdown.com/sprites/types/Grass.png,https://play.pokemonshowdown.com/sprites/types/Fairy.png,https://play.pokemonshowdown.com/sprites/gen5/tapubulu.png
Tapu Fini,https://play.pokemonshowdown.com/sprites/types/Water.png,https://play.pokemonshowdown.com/sprites/types/Fairy.png,https://play.pokemonshowdown.com/sprites/gen5/tapufini.png
Cosmog,https://play.pokemonshowdown.com/sprites/types/Psychic.png,-,https://play.pokemonshowdown.com/sprites/gen5/cosmog.png
Cosmoem,https://play.pokemonshowdown.com/sprites/types/Psychic.png,-,https://play.pokemonshowdown.com/sprites/gen5/cosmoem.png
Solgaleo,https://play.pokemonshowdown.com/sprites/types/Psychic.png,https://play.pokemonshowdown.com/sprites/types/Steel.png,https://play.pokemonshowdown.com/sprites/gen5/solgaleo.png
Lunala,https://play.pokemonshowdown.com/sprites/types/Psychic.png,https://play.pokemonshowdown.com/sprites/types/Ghost.png,https://play.pokemonshowdown.com/sprites/gen5/lunala.png
Nihilego,https://play.pokemonshowdown.com/sprites/types/Rock.png,https://play.pokemonshowdown.com/sprites/types/Poison.png,https://play.pokemonshowdown.com/sprites/gen5/nihilego.png
Buzzwole,https://play.pokemonshowdown.com/sprites/types/Bug.png,https://play.pokemonshowdown.com/sprites/types/Fighting.png,https://play.pokemonshowdown.com/sprites/gen5/buzzwole.png
Pheromosa,https://play.pokemonshowdown.com/sprites/types/Bug.png,https://play.pokemonshowdown.com/sprites/types/Fighting.png,https://play.pokemonshowdown.com/sprites/gen5/pheromosa.png
Xurkitree,https://play.pokemonshowdown.com/sprites/types/Electric.png,-,https://play.pokemonshowdown.com/sprites/gen5/xurkitree.png
Celesteela,https://play.pokemonshowdown.com/sprites/types/Steel.png,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/gen5/celesteela.png
Kartana,https://play.pokemonshowdown.com/sprites/types/Grass.png,https://play.pokemonshowdown.com/sprites/types/Steel.png,https://play.pokemonshowdown.com/sprites/gen5/kartana.png
Guzzlord,https://play.pokemonshowdown.com/sprites/types/Dark.png,https://play.pokemonshowdown.com/sprites/types/Dragon.png,https://play.pokemonshowdown.com/sprites/gen5/guzzlord.png
Necrozma,https://play.pokemonshowdown.com/sprites/types/Psychic.png,-,https://play.pokemonshowdown.com/sprites/gen5/necrozma.png
Necrozma-Dusk-Mane,https://play.pokemonshowdown.com/sprites/types/Psychic.png,https://play.pokemonshowdown.com/sprites/types/Steel.png,https://play.pokemonshowdown.com/sprites/gen5/necrozma-duskmane.png
Necrozma-Dawn-Wings,https://play.pokemonshowdown.com/sprites/types/Psychic.png,https://play.pokemonshowdown.com/sprites/types/Ghost.png,https://play.pokemonshowdown.com/sprites/gen5/necrozma-dawnwings.png
Necrozma-Ultra,https://play.pokemonshowdown.com/sprites/types/Psychic.png,https://play.pokemonshowdown.com/sprites/types/Dragon.png,https://play.pokemonshowdown.com/sprites/gen5/necrozma-ultra.png
Magearna,https://play.pokemonshowdown.com/sprites/types/Steel.png,https://play.pokemonshowdown.com/sprites/types/Fairy.png,https://play.pokemonshowdown.com/sprites/gen5/magearna.png
Magearna-Original,https://play.pokemonshowdown.com/sprites/types/Steel.png,https://play.pokemonshowdown.com/sprites/types/Fairy.png,https://play.pokemonshowdown.com/sprites/gen5/magearna-original.png
Marshadow,https://play.pokemonshowdown.com/sprites/types/Fighting.png,https://play.pokemonshowdown.com/sprites/types/Ghost.png,https://play.pokemonshowdown.com/sprites/gen5/marshadow.png
Poipole,https://play.pokemonshowdown.com/sprites/types/Poison.png,-,https://play.pokemonshowdown.com/sprites/gen5/poipole.png
Naganadel,https://play.pokemonshowdown.com/sprites/types/Poison.png,https://play.pokemonshowdown.com/sprites/types/Dragon.png,https://play.pokemonshowdown.com/sprites/gen5/naganadel.png
Stakataka,https://play.pokemonshowdown.com/sprites/types/Rock.png,https://play.pokemonshowdown.com/sprites/types/Steel.png,https://play.pokemonshowdown.com/sprites/gen5/stakataka.png
Blacephalon,https://play.pokemonshowdown.com/sprites/types/Fire.png,https://play.pokemonshowdown.com/sprites/types/Ghost.png,https://play.pokemonshowdown.com/sprites/gen5/blacephalon.png
Zeraora,https://play.pokemonshowdown.com/sprites/types/Electric.png,-,https://play.pokemonshowdown.com/sprites/gen5/zeraora.png
Meltan,https://play.pokemonshowdown.com/sprites/types/Steel.png,-,https://play.pokemonshowdown.com/sprites/gen5/meltan.png
Melmetal,https://play.pokemonshowdown.com/sprites/types/Steel.png,-,https://play.pokemonshowdown.com/sprites/gen5/melmetal.png
Melmetal-Gmax,https://play.pokemonshowdown.com/sprites/types/Steel.png,-,https://play.pokemonshowdown.com/sprites/gen5/melmetal-gmax.png
Grookey,https://play.pokemonshowdown.com/sprites/types/Grass.png,-,https://play.pokemonshowdown.com/sprites/gen5/grookey.png
Thwackey,https://play.pokemonshowdown.com/sprites/types/Grass.png,-,https://play.pokemonshowdown.com/sprites/gen5/thwackey.png
Rillaboom,https://play.pokemonshowdown.com/sprites/types/Grass.png,-,https://play.pokemonshowdown.com/sprites/gen5/rillaboom.png
Rillaboom-Gmax,https://play.pokemonshowdown.com/sprites/types/Grass.png,-,https://play.pokemonshowdown.com/sprites/gen5/rillaboom-gmax.png
Scorbunny,https://play.pokemonshowdown.com/sprites/types/Fire.png,-,https://play.pokemonshowdown.com/sprites/gen5/scorbunny.png
Raboot,https://play.pokemonshowdown.com/sprites/types/Fire.png,-,https://play.pokemonshowdown.com/sprites/gen5/raboot.png
Cinderace,https://play.pokemonshowdown.com/sprites/types/Fire.png,-,https://play.pokemonshowdown.com/sprites/gen5/cinderace.png
Cinderace-Gmax,https://play.pokemonshowdown.com/sprites/types/Fire.png,-,https://play.pokemonshowdown.com/sprites/gen5/cinderace-gmax.png
Sobble,https://play.pokemonshowdown.com/sprites/types/Water.png,-,https://play.pokemonshowdown.com/sprites/gen5/sobble.png
Drizzile,https://play.pokemonshowdown.com/sprites/types/Water.png,-,https://play.pokemonshowdown.com/sprites/gen5/drizzile.png
Inteleon,https://play.pokemonshowdown.com/sprites/types/Water.png,-,https://play.pokemonshowdown.com/sprites/gen5/inteleon.png
Inteleon-Gmax,https://play.pokemonshowdown.com/sprites/types/Water.png,-,https://play.pokemonshowdown.com/sprites/gen5/inteleon-gmax.png
Skwovet,https://play.pokemonshowdown.com/sprites/types/Normal.png,-,https://play.pokemonshowdown.com/sprites/gen5/skwovet.png
Greedent,https://play.pokemonshowdown.com/sprites/types/Normal.png,-,https://play.pokemonshowdown.com/sprites/gen5/greedent.png
Rookidee,https://play.pokemonshowdown.com/sprites/types/Flying.png,-,https://play.pokemonshowdown.com/sprites/gen5/rookidee.png
Corvisquire,https://play.pokemonshowdown.com/sprites/types/Flying.png,-,https://play.pokemonshowdown.com/sprites/gen5/corvisquire.png
Corviknight,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/types/Steel.png,https://play.pokemonshowdown.com/sprites/gen5/corviknight.png
Corviknight-Gmax,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/types/Steel.png,https://play.pokemonshowdown.com/sprites/gen5/corviknight-gmax.png
Blipbug,https://play.pokemonshowdown.com/sprites/types/Bug.png,-,https://play.pokemonshowdown.com/sprites/gen5/blipbug.png
Dottler,https://play.pokemonshowdown.com/sprites/types/Bug.png,https://play.pokemonshowdown.com/sprites/types/Psychic.png,https://play.pokemonshowdown.com/sprites/gen5/dottler.png
Orbeetle,https://play.pokemonshowdown.com/sprites/types/Bug.png,https://play.pokemonshowdown.com/sprites/types/Psychic.png,https://play.pokemonshowdown.com/sprites/gen5/orbeetle.png
Orbeetle-Gmax,https://play.pokemonshowdown.com/sprites/types/Bug.png,https://play.pokemonshowdown.com/sprites/types/Psychic.png,https://play.pokemonshowdown.com/sprites/gen5/orbeetle-gmax.png
Nickit,https://play.pokemonshowdown.com/sprites/types/Dark.png,-,https://play.pokemonshowdown.com/sprites/gen5/nickit.png
Thievul,https://play.pokemonshowdown.com/sprites/types/Dark.png,-,https://play.pokemonshowdown.com/sprites/gen5/thievul.png
Gossifleur,https://play.pokemonshowdown.com/sprites/types/Grass.png,-,https://play.pokemonshowdown.com/sprites/gen5/gossifleur.png
Eldegoss,https://play.pokemonshowdown.com/sprites/types/Grass.png,-,https://play.pokemonshowdown.com/sprites/gen5/eldegoss.png
Wooloo,https://play.pokemonshowdown.com/sprites/types/Normal.png,-,https://play.pokemonshowdown.com/sprites/gen5/wooloo.png
Dubwool,https://play.pokemonshowdown.com/sprites/types/Normal.png,-,https://play.pokemonshowdown.com/sprites/gen5/dubwool.png
Chewtle,https://play.pokemonshowdown.com/sprites/types/Water.png,-,https://play.pokemonshowdown.com/sprites/gen5/chewtle.png
Drednaw,https://play.pokemonshowdown.com/sprites/types/Water.png,https://play.pokemonshowdown.com/sprites/types/Rock.png,https://play.pokemonshowdown.com/sprites/gen5/drednaw.png
Drednaw-Gmax,https://play.pokemonshowdown.com/sprites/types/Water.png,https://play.pokemonshowdown.com/sprites/types/Rock.png,https://play.pokemonshowdown.com/sprites/gen5/drednaw-gmax.png
Yamper,https://play.pokemonshowdown.com/sprites/types/Electric.png,-,https://play.pokemonshowdown.com/sprites/gen5/yamper.png
Boltund,https://play.pokemonshowdown.com/sprites/types/Electric.png,-,https://play.pokemonshowdown.com/sprites/gen5/boltund.png
Rolycoly,https://play.pokemonshowdown.com/sprites/types/Rock.png,-,https://play.pokemonshowdown.com/sprites/gen5/rolycoly.png
Carkol,https://play.pokemonshowdown.com/sprites/types/Rock.png,https://play.pokemonshowdown.com/sprites/types/Fire.png,https://play.pokemonshowdown.com/sprites/gen5/carkol.png
Coalossal,https://play.pokemonshowdown.com/sprites/types/Rock.png,https://play.pokemonshowdown.com/sprites/types/Fire.png,https://play.pokemonshowdown.com/sprites/gen5/coalossal.png
Coalossal-Gmax,https://play.pokemonshowdown.com/sprites/types/Rock.png,https://play.pokemonshowdown.com/sprites/types/Fire.png,https://play.pokemonshowdown.com/sprites/gen5/coalossal-gmax.png
Applin,https://play.pokemonshowdown.com/sprites/types/Grass.png,https://play.pokemonshowdown.com/sprites/types/Dragon.png,https://play.pokemonshowdown.com/sprites/gen5/applin.png
Flapple,https://play.pokemonshowdown.com/sprites/types/Grass.png,https://play.pokemonshowdown.com/sprites/types/Dragon.png,https://play.pokemonshowdown.com/sprites/gen5/flapple.png
Flapple-Gmax,https://play.pokemonshowdown.com/sprites/types/Grass.png,https://play.pokemonshowdown.com/sprites/types/Dragon.png,https://play.pokemonshowdown.com/sprites/gen5/flapple-gmax.png
Appletun,https://play.pokemonshowdown.com/sprites/types/Grass.png,https://play.pokemonshowdown.com/sprites/types/Dragon.png,https://play.pokemonshowdown.com/sprites/gen5/appletun.png
Appletun-Gmax,https://play.pokemonshowdown.com/sprites/types/Grass.png,https://play.pokemonshowdown.com/sprites/types/Dragon.png,https://play.pokemonshowdown.com/sprites/gen5/appletun-gmax.png
Silicobra,https://play.pokemonshowdown.com/sprites/types/Ground.png,-,https://play.pokemonshowdown.com/sprites/gen5/silicobra.png
Sandaconda,https://play.pokemonshowdown.com/sprites/types/Ground.png,-,https://play.pokemonshowdown.com/sprites/gen5/sandaconda.png
Sandaconda-Gmax,https://play.pokemonshowdown.com/sprites/types/Ground.png,-,https://play.pokemonshowdown.com/sprites/gen5/sandaconda-gmax.png
Cramorant,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/types/Water.png,https://play.pokemonshowdown.com/sprites/gen5/cramorant.png
Cramorant-Gulping,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/types/Water.png,https://play.pokemonshowdown.com/sprites/gen5/cramorant-gulping.png
Cramorant-Gorging,https://play.pokemonshowdown.com/sprites/types/Flying.png,https://play.pokemonshowdown.com/sprites/types/Water.png,https://play.pokemonshowdown.com/sprites/gen5/cramorant-gorging.png
Arrokuda,https://play.pokemonshowdown.com/sprites/types/Water.png,-,https://play.pokemonshowdown.com/sprites/gen5/arrokuda.png
Barraskewda,https://play.pokemonshowdown.com/sprites/types/Water.png,-,https://play.pokemonshowdown.com/sprites/gen5/barraskewda.png
Toxel,https://play.pokemonshowdown.com/sprites/types/Electric.png,https://play.pokemonshowdown.com/sprites/types/Poison.png,https://play.pokemonshowdown.com/sprites/gen5/toxel.png
Toxtricity,https://play.pokemonshowdown.com/sprites/types/Electric.png,https://play.pokemonshowdown.com/sprites/types/Poison.png,https://play.pokemonshowdown.com/sprites/gen5/toxtricity.png
Toxtricity-Low-Key,https://play.pokemonshowdown.com/sprites/types/Electric.png,https://play.pokemonshowdown.com/sprites/types/Poison.png,https://play.pokemonshowdown.com/sprites/gen5/toxtricity-lowkey.png
Toxtricity-Gmax,https://play.pokemonshowdown.com/sprites/types/Electric.png,https://play.pokemonshowdown.com/sprites/types/Poison.png,https://play.pokemonshowdown.com/sprites/gen5/toxtricity-gmax.png
Toxtricity-Low-Key-Gmax,https://play.pokemonshowdown.com/sprites/types/Electric.png,https://play.pokemonshowdown.com/sprites/types/Poison.png,https://play.pokemonshowdown.com/sprites/gen5/toxtricity-gmax.png
Sizzlipede,https://play.pokemonshowdown.com/sprites/types/Fire.png,https://play.pokemonshowdown.com/sprites/types/Bug.png,https://play.pokemonshowdown.com/sprites/gen5/sizzlipede.png
Centiskorch,https://play.pokemonshowdown.com/sprites/types/Fire.png,https://play.pokemonshowdown.com/sprites/types/Bug.png,https://play.pokemonshowdown.com/sprites/gen5/centiskorch.png
Centiskorch-Gmax,https://play.pokemonshowdown.com/sprites/types/Fire.png,https://play.pokemonshowdown.com/sprites/types/Bug.png,https://play.pokemonshowdown.com/sprites/gen5/centiskorch-gmax.png
Clobbopus,https://play.pokemonshowdown.com/sprites/types/Fighting.png,-,https://play.pokemonshowdown.com/sprites/gen5/clobbopus.png
Grapploct,https://play.pokemonshowdown.com/sprites/types/Fighting.png,-,https://play.pokemonshowdown.com/sprites/gen5/grapploct.png
Sinistea,https://play.pokemonshowdown.com/sprites/types/Ghost.png,-,https://play.pokemonshowdown.com/sprites/gen5/sinistea.png
Sinistea-Antique,https://play.pokemonshowdown.com/sprites/types/Ghost.png,-,https://play.pokemonshowdown.com/sprites/gen5/sinistea-antique.png
Polteageist,https://play.pokemonshowdown.com/sprites/types/Ghost.png,-,https://play.pokemonshowdown.com/sprites/gen5/polteageist.png
Polteageist-Antique,https://play.pokemonshowdown.com/sprites/types/Ghost.png,-,https://play.pokemonshowdown.com/sprites/gen5/polteageist-antique.png
Hatenna,https://play.pokemonshowdown.com/sprites/types/Psychic.png,-,https://play.pokemonshowdown.com/sprites/gen5/hatenna.png
Hattrem,https://play.pokemonshowdown.com/sprites/types/Psychic.png,-,https://play.pokemonshowdown.com/sprites/gen5/hattrem.png
Hatterene,https://play.pokemonshowdown.com/sprites/types/Psychic.png,https://play.pokemonshowdown.com/sprites/types/Fairy.png,https://play.pokemonshowdown.com/sprites/gen5/hatterene.png
Hatterene-Gmax,https://play.pokemonshowdown.com/sprites/types/Psychic.png,https://play.pokemonshowdown.com/sprites/types/Fairy.png,https://play.pokemonshowdown.com/sprites/gen5/hatterene-gmax.png
Impidimp,https://play.pokemonshowdown.com/sprites/types/Dark.png,https://play.pokemonshowdown.com/sprites/types/Fairy.png,https://play.pokemonshowdown.com/sprites/gen5/impidimp.png
Morgrem,https://play.pokemonshowdown.com/sprites/types/Dark.png,https://play.pokemonshowdown.com/sprites/types/Fairy.png,https://play.pokemonshowdown.com/sprites/gen5/morgrem.png
Grimmsnarl,https://play.pokemonshowdown.com/sprites/types/Dark.png,https://play.pokemonshowdown.com/sprites/types/Fairy.png,https://play.pokemonshowdown.com/sprites/gen5/grimmsnarl.png
Grimmsnarl-Gmax,https://play.pokemonshowdown.com/sprites/types/Dark.png,https://play.pokemonshowdown.com/sprites/types/Fairy.png,https://play.pokemonshowdown.com/sprites/gen5/grimmsnarl-gmax.png
Obstagoon,https://play.pokemonshowdown.com/sprites/types/Dark.png,https://play.pokemonshowdown.com/sprites/types/Normal.png,https://play.pokemonshowdown.com/sprites/gen5/obstagoon.png
Perrserker,https://play.pokemonshowdown.com/sprites/types/Steel.png,-,https://play.pokemonshowdown.com/sprites/gen5/perrserker.png
Cursola,https://play.pokemonshowdown.com/sprites/types/Ghost.png,-,https://play.pokemonshowdown.com/sprites/gen5/cursola.png
Sirfetch’d,https://play.pokemonshowdown.com/sprites/types/Fighting.png,-,https://play.pokemonshowdown.com/sprites/gen5/sirfetchd.png
Mr. Rime,https://play.pokemonshowdown.com/sprites/types/Ice.png,https://play.pokemonshowdown.com/sprites/types/Psychic.png,https://play.pokemonshowdown.com/sprites/gen5/mrrime.png
Runerigus,https://play.pokemonshowdown.com/sprites/types/Ground.png,https://play.pokemonshowdown.com/sprites/types/Ghost.png,https://play.pokemonshowdown.com/sprites/gen5/runerigus.png
Milcery,https://play.pokemonshowdown.com/sprites/types/Fairy.png,-,https://play.pokemonshowdown.com/sprites/gen5/milcery.png
Alcremie,https://play.pokemonshowdown.com/sprites/types/Fairy.png,-,https://play.pokemonshowdown.com/sprites/gen5/alcremie.png
Alcremie-Gmax,https://play.pokemonshowdown.com/sprites/types/Fairy.png,-,https://play.pokemonshowdown.com/sprites/gen5/alcremie-gmax.png
Falinks,https://play.pokemonshowdown.com/sprites/types/Fighting.png,-,https://play.pokemonshowdown.com/sprites/gen5/falinks.png
Pincurchin,https://play.pokemonshowdown.com/sprites/types/Electric.png,-,https://play.pokemonshowdown.com/sprites/gen5/pincurchin.png
Snom,https://play.pokemonshowdown.com/sprites/types/Ice.png,https://play.pokemonshowdown.com/sprites/types/Bug.png,https://play.pokemonshowdown.com/sprites/gen5/snom.png
Frosmoth,https://play.pokemonshowdown.com/sprites/types/Ice.png,https://play.pokemonshowdown.com/sprites/types/Bug.png,https://play.pokemonshowdown.com/sprites/gen5/frosmoth.png
Stonjourner,https://play.pokemonshowdown.com/sprites/types/Rock.png,-,https://play.pokemonshowdown.com/sprites/gen5/stonjourner.png
Eiscue,https://play.pokemonshowdown.com/sprites/types/Ice.png,-,https://play.pokemonshowdown.com/sprites/gen5/eiscue.png
Eiscue-Noice,https://play.pokemonshowdown.com/sprites/types/Ice.png,-,https://play.pokemonshowdown.com/sprites/gen5/eiscue-noice.png
Indeedee,https://play.pokemonshowdown.com/sprites/types/Psychic.png,https://play.pokemonshowdown.com/sprites/types/Normal.png,https://play.pokemonshowdown.com/sprites/gen5/indeedee.png
Indeedee-F,https://play.pokemonshowdown.com/sprites/types/Psychic.png,https://play.pokemonshowdown.com/sprites/types/Normal.png,https://play.pokemonshowdown.com/sprites/gen5/indeedee-f.png
Morpeko,https://play.pokemonshowdown.com/sprites/types/Electric.png,https://play.pokemonshowdown.com/sprites/types/Dark.png,https://play.pokemonshowdown.com/sprites/gen5/morpeko.png
Morpeko-Hangry,https://play.pokemonshowdown.com/sprites/types/Electric.png,https://play.pokemonshowdown.com/sprites/types/Dark.png,https://play.pokemonshowdown.com/sprites/gen5/morpeko-hangry.png
Cufant,https://play.pokemonshowdown.com/sprites/types/Steel.png,-,https://play.pokemonshowdown.com/sprites/gen5/cufant.png
Copperajah,https://play.pokemonshowdown.com/sprites/types/Steel.png,-,https://play.pokemonshowdown.com/sprites/gen5/copperajah.png
Copperajah-Gmax,https://play.pokemonshowdown.com/sprites/types/Steel.png,-,https://play.pokemonshowdown.com/sprites/gen5/copperajah-gmax.png
Dracozolt,https://play.pokemonshowdown.com/sprites/types/Electric.png,https://play.pokemonshowdown.com/sprites/types/Dragon.png,https://play.pokemonshowdown.com/sprites/gen5/dracozolt.png
Arctozolt,https://play.pokemonshowdown.com/sprites/types/Electric.png,https://play.pokemonshowdown.com/sprites/types/Ice.png,https://play.pokemonshowdown.com/sprites/gen5/arctozolt.png
